interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
17-008-02,"--- Upon commencing on Friday, November 4, 2022 at 9:31 a.m.",17-008-03,8,3,2,proceedings_start,NA,NA,NA
17-008-03,Order. À l’ordre. The Public Order Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte.,17-008-04,8,4,3,speaker_start,NA,THE REGISTRAR,the registrar
17-008-06,"Good morning. Bonjour. Yes, Mr. Migicovsky.",17-008-07,8,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
17-008-08,"Thank you very much. David Migicovsky for the Ottawa Police Service. I have a preliminary matter to raise, and I’m seeking your direction. It concerns the testimony of the panel of witnesses who are going to be appearing later today. So I’m happy -- I just wanted to alert you of it. I’ve advised my friends, Commission Counsel, and I’m in your hands as well; you want me to raise it now or wait till the witness has finished her cross-examination?",17-008-09,8,9,8,speaker_start,NA,MR. DAVID MIGICOVSKY,david migicovsky
17-008-17,"Thank you. I’d suggest we deal with it after the witness has finished, unless there’s an urgency. And I think perhaps just have you advised the parties of the issue?",17-008-18,8,18,17,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
17-008-21,"I advised Commission Counsel yesterday, and I heard back, and we’ve had some discussions. So certainly Commission Counsel is aware of our position. I have not had -- I heard back from Commission Counsel this morning, and so I have not yet advised my colleagues of the issue.",17-008-22,8,22,21,speaker_start,NA,MR. DAVID MIGICOVSKY,david migicovsky
17-008-27,"Okay. It might be worthwhile, and I don’t know if you can do it by email or you want to do it orally, but just give a heads-up to the parties so that when we get to it, everybody will be -- have thought it through.",17-008-28,8,28,27,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
17-009-04,Sure.,17-009-05,9,5,4,speaker_start,NA,MR. DAVID MIGICOVSKY,david migicovsky
17-009-05,If that’s okay?,17-009-06,9,6,5,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
17-009-06,Thank you very much.,17-009-07,9,7,6,speaker_start,NA,MR. DAVID MIGICOVSKY,david migicovsky
17-009-07,"Okay. And we can deal with that a bit later, but I’d suggest we complete this and move onto that issue once we complete Ms. Lich. Okay. So unless there’s anything further, we can start the cross-examinations, and I believe the first is the Government of Canada. I can, but go ahead. It is not a problem with me, so go ahead, Mr. Champ.",17-009-08,9,8,7,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
17-009-15,"I just have another matter, Mr. Commissioner, later this morning.",17-009-16,9,16,15,speaker_start,NA,MR. PAUL CHAMP,paul champ
17-009-17,"--- MS. TAMARA LICH, Resumed:",17-009-18,9,18,17,section_header,"MS. TAMARA LICH, Resumed",NA,NA
17-009-18,--- CROSS-EXAMINATION BY MR. PAUL CHAMP:,17-009-19,9,19,18,section_header,CROSS-EXAMINATION BY MR. PAUL CHAMP,NA,NA
17-009-19,"Good morning, Ms. Lich. My name is Paul Champ; I’m lawyer for the Ottawa Coalition of Residents and Businesses, and I have some questions for you concerning your testimony yesterday. Now, I want to start with something, Ms. Lich, that I think we both agree on; you’re not a national security threat in any way?",17-009-20,9,20,19,speaker_start,CROSS-EXAMINATION BY MR. PAUL CHAMP,MR. PAUL CHAMP,paul champ
