interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
06-007-02,"--- Upon commencing on Thursday, October 20, 2022 at 9:34 a.m.",06-007-03,7,3,2,proceedings_start,NA,NA,NA
06-007-03,Order. À l’ordre. The Public Order Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte.,06-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
06-007-06,"Good morning. Bonjour. Today, we have a new witness?",06-007-07,7,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
06-007-08,We do.,06-007-09,7,9,8,speaker_start,NA,MR. FRANK AU,frank au
06-007-09,Okay. Go ahead.,06-007-10,7,10,9,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
06-007-10,"Good morning, Commissioner.",06-007-11,7,11,10,speaker_start,NA,MR. FRANK AU,frank au
06-007-11,Good morning.,06-007-12,7,12,11,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
06-007-12,"It's Frank Au, Senior Counsel for the Commission. Our next witness is Deputy Chief Ferguson.",06-007-13,7,13,12,speaker_start,NA,MR. FRANK AU,frank au
06-007-15,"Sorry, Commissioner, if I can interject. There's an echo here that's quite distracting. I don't know if there's a difficulty with the sound system.",06-007-16,7,16,15,speaker_start,NA,MS. ANNE TARDIF,anne tardif
06-007-18,"Okay. I'm not sure. There is a bit of an echo. Okay, is that better? Okay.",06-007-19,7,19,18,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
06-007-21,"Deputy Chief Ferguson, will you swear on a religious document, or do you wish to affirm?",06-007-22,7,22,21,speaker_start,NA,THE REGISTRAR,the registrar
06-007-23,"I'd like to swear on the Bible, please.",06-007-24,7,24,23,speaker_start,NA,ACTING DEPUTY CHIEF PATRICIA FERGUSON,acting deputy chief patricia ferguson
06-007-25,"Please take the Bible in your right hand. For the record, please state your full name and spell it out.",06-007-26,7,26,25,speaker_start,NA,THE REGISTRAR,the registrar
06-007-28,"Patricia Ferguson, P-A-T-R-I-C-I-A F-E-R-G-U-S-O-N.",06-007-29,7,29,28,speaker_start,NA,ACTING DEPUTY CHIEF PATRICIA FERGUSON,acting deputy chief patricia ferguson
