interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
05-007-02,"--- Upon commencing on Wednesday, October 19, 2022, at 9:30 a.m.",05-007-03,7,3,2,proceedings_start,NA,NA,NA
05-007-03,"Good morning, bonjour. Welcome to Day whatever. We're going to take a short break. Counsel have asked to have a few moments to review one piece of evidence before we start, so we're going to take 15 minutes and we'll start at a quarter to 10. And again, I apologize for the delay, but these things will happen. So we're starting at 9:45 this morning. Thank you.",05-007-04,7,4,3,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
05-007-10,The Commission is in recess for 15 minutes. La Commission est levée pour 15 minutes.,05-007-11,7,11,10,speaker_start,NA,THE REGISTRAR,the registrar
05-007-12,--- Upon recessing at 9:31 a.m.,05-007-13,7,13,12,time_marker,NA,NA,NA
05-007-13,--- Upon resuming at 9:45 a.m.,05-007-14,7,14,13,time_marker,NA,NA,NA
05-007-14,The Commission is reconvened. La Commission reprend.,05-007-15,7,15,14,speaker_start,NA,THE REGISTRAR,the registrar
05-007-16,Good morning again. Re- bonjour. I take it there's a witness ready to go? I believe so?,05-007-17,7,17,16,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
05-007-20,"Good morning, Mr. Commissioner. Commission Counsel would like to call as their next witness ---",05-007-21,7,21,20,speaker_start,NA,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-007-23,If you could introduce yourself for the record?,05-007-24,7,24,23,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
05-007-25,"Yes, Jean-Simon Schoenholz, Commission Counsel, and our next witness is Councillor Diane Deans.",05-007-26,7,26,25,speaker_start,NA,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-007-28,"Councillor Deans, will you swear on a religious document, or do you wish to affirm?",05-007-29,7,29,28,speaker_start,NA,THE REGISTRAR,the registrar
05-008-02,I will affirm.,05-008-03,8,3,2,speaker_start,NA,MS. DIANE DEANS,diane deans
05-008-03,"For the record, please state your full name and spell it out.",05-008-04,8,4,3,speaker_start,NA,THE REGISTRAR,the registrar
05-008-05,"My name is Diane Deans, D-I-A- N-E D-E-A-N-S.",05-008-06,8,6,5,speaker_start,NA,MS. DIANE DEANS,diane deans
05-008-07,"--- MS. DIANE DEANS, Affirmed:",05-008-08,8,8,7,section_header,"MS. DIANE DEANS, Affirmed",NA,NA
05-008-08,Thank you.,05-008-09,8,9,8,speaker_start,"MS. DIANE DEANS, Affirmed",THE REGISTRAR,the registrar
05-008-09,Thank you.,05-008-10,8,10,9,speaker_start,"MS. DIANE DEANS, Affirmed",MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-008-10,Go ahead.,05-008-11,8,11,10,speaker_start,"MS. DIANE DEANS, Affirmed",COMMISSIONER ROULEAU,commissioner rouleau
05-008-11,Thanks.,05-008-12,8,12,11,speaker_start,"MS. DIANE DEANS, Affirmed",MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-008-12,--- EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ:,05-008-13,8,13,12,section_header,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,NA,NA
05-008-13,"Good morning, Councillor Deans.",05-008-14,8,14,13,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-008-15,Good morning.,05-008-16,8,16,15,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
05-008-16,"So, Councillor Deans, I understand that you're a City Councillor with the City of Ottawa?",05-008-17,8,17,16,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-008-19,I am.,05-008-20,8,20,19,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
05-008-20,And you were Chair of the Ottawa Police Services Board during kind of the events of February -- January/February earlier this year up until February 16th; correct?,05-008-21,8,21,20,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-008-24,Correct.,05-008-25,8,25,24,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
05-008-25,You had an interview with Commission Counsel on August 16th of this year?,05-008-26,8,26,25,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-008-27,I did.,05-008-28,8,28,27,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
05-008-28,And I'll pull up WTS00000010. And this is a summary of your interview; correct?,05-008-29,8,29,28,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-009-02,Correct.,05-009-04,9,4,2,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
05-009-03,You had an opportunity to review that summary?,05-009-05,9,5,3,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-009-05,I have.,05-009-07,9,7,5,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
05-009-06,Do you have any corrections?,05-009-08,9,8,6,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-009-08,I do not.,05-009-10,9,10,8,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
05-009-09,"Okay. And so we'll put that summary into evidence. Councillor Deans, I understand that the Ottawa Police Services Board, which I'll refer to as the OPSB or the Board, it's a seven-member civilian oversight body for the OPS; correct?",05-009-11,9,11,9,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-009-15,That is correct.,05-009-17,9,17,15,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
05-009-16,And the City appoints three councillors to that Board and one resident?,05-009-18,9,18,16,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-009-18,Correct.,05-009-20,9,20,18,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
05-009-19,And then the province appoints another three of those members?,05-009-21,9,21,19,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-009-21,Right.,05-009-23,9,23,21,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
05-009-22,Okay. And you were the chair of the Board during the relevant period?,05-009-24,9,24,22,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
05-009-24,I was.,05-009-26,9,26,24,speaker_start,EXAMINATION-IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MS. DIANE DEANS,diane deans
