interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
02-008-02,"--- Upon commencing on Friday, October 14, 2022 at 9:30 a.m.",02-008-03,8,3,2,proceedings_start,NA,NA,NA
02-008-03,Order. À l’ordre. The Public Order Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte.,02-008-04,8,4,3,speaker_start,NA,THE REGISTRAR,the registrar
02-008-06,"Bonjour. Good morning. Welcome, to Day 2. Bienvenue à la deuxième journée, and our first day of live witnesses. Before I call on the witnesses, there are just a couple of matters I want to raise. The first is the -- what the public and the media know, in particular, with respect to exhibits. I may have mislead people yesterday in calling Exhibits 1, 2, and 3. As the parties know, the documents that become exhibits are put into the database that's available to the public in accordance with their unique document number, not as exhibits. And it's important to know that all the exhibits that go into the database that's available for the public, all the documents are not necessarily referred to in the hearing, in the sense that there are many documents that will become part of the record, either because they were referred to in the overview reports you heard yesterday, so that not only the overview report goes into the record but all of the documentation that supports that. Same thing for other types of reports or affidavits or witness statements, when they go into evidence, we -- what we have arranged, if you like, is that all the backup goes in so that the full record will be composed not only of documents referred to here, but documents referred to in the backup documentation. So a little bit complicated, but it's simply to alert the media and the public that when you go to the website of the Commission, you'll find a lot more documents that back up the statements and the evidence. The parties know this because the parties have been provided these documents, have reviewed them, and they may question witnesses about them, but it's a much more fulsome record. Because of the timelines we have, we couldn't spent days noting documents and putting in all of that evidence. The contentious evidence you will hear at the hearing. Don't worry about that, the parties will ensure that. La deuxième chose que j’aimerais soulever, c'est qu’il n’est pas permis d’enregistrer ou de diffuser de vos téléphones, et cetera, en salle. There is no livestreaming allowed or a recording of the proceedings. It is livestreamed by the Commission, but people should not be doing this from their own phones. So with that brief introduction, there are -- this, according to the schedule, will be a busy day. It -- if it goes according to plan, we will not finish before seven o'clock tonight, so let's get started as soon as possible because we have scheduled a full day. It can be shorter if people shorten their cross-examinations, and we'll -- but obviously the times have been allocated and we'll hold people to it. So Commission Counsel, ready to go. Ms. Rodriguez.",02-008-07,8,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
02-010-02,"Good morning, Commissioner. My name is Natalia Rodriguez, as you know. I'm Senior Commission Counsel to this Commission. And I am going to be calling our first witnesses to the Commission, Ms. Victoria De La Ronde and Ms. Zexi Li.",02-010-03,10,3,2,speaker_start,NA,MS. NATALIA RODRIGUEZ,natalia rodriguez
02-010-07,"Ms. De La Ronde, will you swear on a religious document or do you wish to affirm?",02-010-08,10,8,7,speaker_start,NA,THE REGISTRAR,the registrar
02-010-09,"Religious document, please.",02-010-10,10,10,9,speaker_start,NA,MS. VICTORIA De La RONDE,victoria de la ronde
02-010-11,"With the Bible, the Koran?",02-010-12,10,12,11,speaker_start,NA,THE REGISTRAR,the registrar
02-010-12,"The Bible, please.",02-010-13,10,13,12,speaker_start,NA,MS. VICTORIA De La RONDE,victoria de la ronde
02-010-13,"Please take the Bible and hold it in your right hand. For the record, please state your full name and spell it out.",02-010-14,10,14,13,speaker_start,NA,THE REGISTRAR,the registrar
02-010-16,"My name is Victoria De La Ronde, and Victoria, V-I-C-T-O-R-I-A, and De La Ronde is three words, capital D-E, capital L-A, capital R-O-N-D-E.",02-010-17,10,17,16,speaker_start,NA,MS. VICTORIA De La RONDE,victoria de la ronde
02-010-19,"--- MS. VICTORIA De La RONDE, Sworn:",02-010-20,10,20,19,section_header,"MS. VICTORIA De La RONDE, Sworn",NA,NA
02-010-20,"Ms. Li, will you swear on a religious document or do you wish to affirm?",02-010-21,10,21,20,speaker_start,"MS. VICTORIA De La RONDE, Sworn",THE REGISTRAR,the registrar
02-010-22,"I would like to affirm, please.",02-010-23,10,23,22,speaker_start,"MS. VICTORIA De La RONDE, Sworn",MS. ZEXI LI,zexi li
02-010-23,"For the record, please state your full name and spell it out.",02-010-24,10,24,23,speaker_start,"MS. VICTORIA De La RONDE, Sworn",THE REGISTRAR,the registrar
