interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
09-007-02,"--- Upon commencing on Tuesday, October 25, 2022 at 9:30 a.m.",09-007-03,7,3,2,proceedings_start,NA,NA,NA
09-007-03,Order. À l’ordre. The Public Order Emergency Commission is now in session. La Commission sur l'état d'urgence est maintenant ouverte.,09-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
09-007-06,Good morning. Bonjour. I think we're ready for another witness I take it. Who is leading this witness?,09-007-07,7,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
09-007-09,"Good morning, Commissioner. Misha Boutilier, Commission Counsel. And today, we'll be hearing from Inspector Russell Lucas from the Ottawa Police Service.",09-007-10,7,10,9,speaker_start,NA,MR. MISHA BOUTILIER,misha boutilier
09-007-13,Okay. Inspector Lucas. Good morning.,09-007-14,7,14,13,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
09-007-15,"Inspector Lucas, will you swear on a religious document or do you wish to affirm?",09-007-16,7,16,15,speaker_start,NA,THE REGISTRAR,the registrar
09-007-17,"I'll swear, please.",09-007-18,7,18,17,speaker_start,NA,INSP. RUSSELL LUCAS,insp. russell lucas
09-007-18,"We have the Bible, the Torah, the Koran available.",09-007-19,7,19,18,speaker_start,NA,THE REGISTRAR,the registrar
09-007-20,"The Bible, please.",09-007-21,7,21,20,speaker_start,NA,INSP. RUSSELL LUCAS,insp. russell lucas
09-007-21,"For the record, please state your full name and spell it out.",09-007-22,7,22,21,speaker_start,NA,THE REGISTRAR,the registrar
09-007-23,"Russell Lucas, R-U-S-S-E-L-L, last name is Lucas, L-U-C-A-S.",09-007-24,7,24,23,speaker_start,NA,INSP. RUSSELL LUCAS,insp. russell lucas
09-007-25,"--- INSP. RUSSELL LUCAS, Sworn:",09-007-26,7,26,25,section_header,"INSP. RUSSELL LUCAS, Sworn",NA,NA
09-007-26,--- EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER:,09-007-27,7,27,26,section_header,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,NA,NA
09-007-27,"Good morning, Inspector Lucas.",09-007-28,7,28,27,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,MR. MISHA BOUTILIER,misha boutilier
09-008-01,Good morning.,09-008-03,8,3,1,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,INSP. RUSSELL LUCAS,insp. russell lucas
09-008-02,"We met in the summer when you were interviewed by Commission Counsel on August 19th, 2022. Do you remember that interview?",09-008-04,8,4,2,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,MR. MISHA BOUTILIER,misha boutilier
09-008-05,I do.,09-008-07,8,7,5,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,INSP. RUSSELL LUCAS,insp. russell lucas
09-008-06,"And I'd like to call up WTS00000024. Inspector Lucas, do you recognise this document as a summary of that interview?",09-008-08,8,8,6,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,MR. MISHA BOUTILIER,misha boutilier
09-008-10,I do.,09-008-12,8,12,10,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,INSP. RUSSELL LUCAS,insp. russell lucas
09-008-11,And I understand that you've reviewed and adopted the contents of that summary; is that correct?,09-008-13,8,13,11,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,MR. MISHA BOUTILIER,misha boutilier
09-008-14,I have.,09-008-16,8,16,14,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,INSP. RUSSELL LUCAS,insp. russell lucas
09-008-15,And are there any corrections you'd like to make to that summary?,09-008-17,8,17,15,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,MR. MISHA BOUTILIER,misha boutilier
09-008-17,"There is only one part that wasn't -- I don't believe it was 100 percent clear, and it was when it refers to my first day as Incident Command was the 21st of January, which is correct, but I first became aware of the planning process on the 18th of January ---",09-008-19,8,19,17,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,INSP. RUSSELL LUCAS,insp. russell lucas
09-008-22,Okay.,09-008-24,8,24,22,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,MR. MISHA BOUTILIER,misha boutilier
09-008-23,--- which I don't think was captured.,09-008-25,8,25,23,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,INSP. RUSSELL LUCAS,insp. russell lucas
09-008-25,And that's your only correction?,09-008-27,8,27,25,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,MR. MISHA BOUTILIER,misha boutilier
09-008-27,That is the only correction.,09-008-29,8,29,27,speaker_start,EXAMINATION IN-CHIEF BY MR. MISHA BOUTILIER,INSP. RUSSELL LUCAS,insp. russell lucas
