interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
01-008-02,"--- Upon commencing on Thursday, October 13, 2022 at 9:30 a.m.",01-008-03,8,3,2,proceedings_start,NA,NA,NA
01-008-03,Order. À l’ordre. The Public Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte. Please be seated. Veuillez vous asseoir.,01-008-04,8,4,3,speaker_start,NA,THE REGISTRAR,the registrar
01-008-07,--- OPENING REMARKS BY COMMISSIONER ROULEAU:,01-008-08,8,8,7,section_header,OPENING REMARKS BY COMMISSIONER ROULEAU,NA,NA
01-008-08,"Bonjour. Good morning. Welcome. Bienvenue. Today marks the opening of the public hearings of the Public Order Commission -- Public Order Emergency Commission. My name is Paul Rouleau, and I'm the Commissioner appointed to conduct this Inquiry. Aujourd'hui marque l’ouverture des audiences publiques de la Commission sur l’état d’urgence. Et je m’appelle Paul Rouleau et je suis le commissaire nommé pour mener ces enquêtes… cette enquête. Nous sommes réunis aujourd'hui sur le territoire traditionnel du peuple algonquin anichinabé dans l’immeuble abritant Bibliothèque et Archives Canada à quelques pas de l’endroit où ont eu lieu bon nombre des évènements sur lesquels porte l’enquête. Je voudrais souhaiter bienvenue à tous ceux et celles qui sont ici avec nous ainsi que ceux et celles qui regardent les débats en ligne — parce que je comprends que c'est diffusé au moment —, ainsi que ceux qui vont suivre à travers les médias. I would like to welcome everyone who's here with us in person, as well as those who are watching online, and those who will be following through media. I'm joined today by several members of the Commission Staff, including Hélène Laurendeau, the Commission's Executive Director, as well as Shantona Chaudhury, and Jeff Leon, the Commission's co-lead counsels. They and their teams have been working incredibly hard for months in preparation to start these hearings today, and I want to thank them for their excellent work. Je tiens spécialement à remercier le personnel des Services publics et Approvisionnement Canada, le Brookfield Solutions Globales Intégrées et Bibliothèque et Archives Canada pour leur collaboration à la préparation et à l’aménagement des locaux qui ont été mis à la disposition de la Commission. In these opening remarks, I want to address the following: The role of public inquiries; the mandates of this Commission; the challenges facing the Commission; how the Commission has carried out its work to date; what to expect from these hearings; the participants of the Inquiry; the importance of openness and transparency, and finally, the policy phase of the Commission. Le rôle des commissions d’enquête. Pour bon nombre de personnes, il s’agira de la première commission d’enquête à laquelle elles participeront et à laquelle elles assisteront et suivront. Par conséquent, je voudrais dire quelques mots au sujet des commissions d’enquête et de leur nature. Une commission d’enquête est indépendamment nommée par le gouvernement et chargée d’enquêter sur des questions d’importance publique. Les commissions sont dirigées par un ou plusieurs commissaires qui ont la responsabilité générale des travaux de la commission et l’obligation ultime de faire rapport sur l’objet de l’enquête. Les commissaires sont assistés par des avocats, du personnel de soutien, administratifs et techniques et sont souvent accompagnés d’experts, de chercheurs, d’enquêteurs et d’autres spécialistes. Les commissions d’enquête sous souvent appelées « enquêtes publiques » du fait qu’elles cherchent à être transparentes et ouvertes. Les audiences sont normalement tenues en public et toute personne a le droit d’y assister, comme on le voit aujourd'hui. Commissions of Inquiry perform two important functions. They make findings of fact, and they make recommendations for the future. The fact-finding role of Commissions of Inquiry serves an important social purpose. To borrow the words of Peter Cory, who was then a judge of the Supreme Court of Canada, and I quote: ""One of the primary functions of public inquiries is fact-finding. They are often convened, in the wake of public shock, horror, disillusionment, or scepticism, in order to uncover 'the truth'."" End of quote. Uncovering the truth is an important goal. When difficult events occur that impact the life -- lives of Canadians, the public has a right to know what has happened. But inquiries are also forward-looking. They seek not only to understand what has occurred in the past, but also to learn from those experiences and to make recommendations for the future. A Commission's recommendations may be modest or wide-ranging; they may be directed at a range of audiences, including government, public bodies, and the private sector. It's also important to understand what Commissions of Inquiry do not do. They do not make findings of legal liability. They do not determine whether individuals have committed crimes. While inquiries seek to uncover the truth, they are not trials. Questions of civil and criminal liability are decided by courts, and not commissions. I'll turn now to the mandate of the Commission. Like other Commissions of Inquiry, the Public Order Emergency Commission has been given the mandate to seek out the truth about an important event. However, unlike other Commissions of Inquiry, we have two mandates, one given to us by Parliament, and one given to us by Cabinet. Le mandat confié à la Commission par le Parlement se trouve à même la Loi sur les mesures d’urgence. Lorsque le Parlement a adopté cette loi en 1988, il a choisi d’y inclure une règle importante. Si le gouvernement déclare l’état d’urgence, il doit également créer une enquête pour enquêter – et je cite – « sur les circonstances qui ont donné lieu à la déclaration et les mesures prises pour faire face à la crise » – fin de citation. The mandate from Parliament, therefore, is one of public accountability, the public's legitimate right to know why the Government proclaimed an emergency, and whether the actions it took were appropriate. When Cabinet took the step of establishing this Commission, as it was required to do, it set out an additional mandate: Our Order in Council directs the Commission to examine, first, the evolution and goals of the convoy movement and border protest, and their leadership organization and participants. Second, the impact of domestic and foreign funding, including crowdsourcing platforms. Third, the impact, role, and sources of misinformation and disinformation, including social media. Fourth, the economic and other impacts of blockades; and, finally, the efforts of police and other responders prior to and after the declaration. There is, however, an important caveat to this mandate from Cabinet; the Commission is asked to examine these issues, and I quote: “To the extent relevant to the circumstances of the declaration and measures taken.” (As read) In other words, although these topics have been identified as worthy of attention, it is the mandate that has been given to us by Parliament that drives the Commission’s work. While this Inquiry will deal with a wide range of issues, its focus will remain squarely on the decision of the Federal Government: Why did it declare an emergency; how did it use its powers; and were those actions appropriate? This Commission exists to promote transparency, accountability, and public confidence. I hope that this Inquiry, and the transparency we strive to provide, will bolster the public’s trust in our systems of accountability. Now the challenges facing the Commission. Discharging my mandate is not an easy task. The Commission has faced many challenges in reaching this point, and will face further challenges as the Inquiry proceeds. The biggest challenge has been time. This Commission of Inquiry is unique, to the best of my knowledge, or our knowledge, is in that its deadline is set by statute. Other inquiries have worked under deadlines set by Cabinet. That sort of deadline is set based on an assessment of the time needed, and can, and frequently is, extended as circumstances require. This is not a possibility for our Commission, in the absence of a change in the Emergency Act itself. Our deadline is established by statute, as I’ve said. It is a short one, and it allows, by statute, for no extensions. Just how tight are the timelines? Let me try and put it in context for you. The Air India Inquiry was established on May 1st, 2006. It took just over four years to issue its report on June 17th, 2010. The Commission on the Decline of Sockeye Salmon was established on November 5th, 2009 and its report was made three years later on October 31st, 2012. The Inquiry into Missing and Murdered Indigenous Women and Girls was established in September 2016 and issued its report almost three years later on June 3rd, 2019. This Commission, on the other hand, was established in April and must table its report in Parliament on February 23rd -- 20th, rather; trying to give myself three days, February 20th, 2023. So it has only 300 days; so it’s measured in days, not years, to complete its work. Ces contraintes de temps extraordinaires ne sont pas le seul défi auquel la Commission est confrontée. L’accès aux documents pertinents a également été difficile. Le gouvernement fédéral a déployé des efforts considérables pour fournir à la Commission des documents provenant d’une douzaine de ministères et d’organismes. Pourtant, le processus a été complexe; les documents ont continué d’être fournis à la Commission jusqu’en octobre, jusqu’à aujourd'hui — on en a eu plus récemment, je pense, en fin de semaine. Bon nombre de ces documents remis à la Commission sont classifiés sous réserve de la sécurité nationale ou d’autres revendications de privilèges. La Commission a dû déployer des efforts considérables pour déterminer comment ces documents pouvaient être traités, utilisés et partagés. Elle a pu développer un processus qui assure que le public aura accès aux renseignements pertinents au travail de la Commission. En plus de ceux du gouvernement fédéral, la Commission a reçu plus de 50 000 documents de gouvernements provinciaux, des services de police, des municipalités, d’organisations non gouvernementales, de groupes industriels, d’individus et d’entités privées. Tous les documents reçus ont dû être soigneusement évalués pour en déterminer la pertinence et le privilège et ont dû être analysés par les avocats de la Commission et, le cas échéant, communiqués aux parties afin qu’elles effectuent leur propre examen. The process of getting to this point has been challenging. These public hearings will no doubt present all parties with new challenges. Commission staff and parties alike have had to be flexible, innovative, and creative in their approach to their work. These hearings will need to be conducted in a manner that will allow the Commission to fulfil its mandate within the timelines that it has been given. They also need to be fair and meaningful. Guided by the principles of openness, timeliness, and proportionality, I intend to ensure that they are. Now, how has the Commission carried out its work. I want to give the public a little more detail about the work that the Commission staff have done over the past four months to conduct their investigation and prepare for these hearings. Shortly after being appointed, I set about selecting and retaining a senior staff, and retained the services of Commission counsel. I then, in consultation with counsel, guided the work of the Commission. Several investigative dossiers were identified, and each was headed by a senior Commission counsel. Additional counsel were hired in the weeks and months that followed to assist these investigations. In order to ensure that the various parallel investigations did not exist in siloes, junior counsel were appointed to multiple dossiers, and all the Commission counsel would meet weekly to keep each other apprised of the status of the work and keep the network working together. Now, this requirement to pursue the investigation in a number of parallel streams explains why you’ll see several different Commission counsel leading evidence in the course of the hearings. Now, counsel worked to identify, request, and obtain relevant documents that were in the possession of parties to this Inquiry, as well as non-parties. In the case of the Federal Government, this process involved addressing the government’s assertion of Cabinet confidence, which resulted in the government agreeing to a significant disclosure of information otherwise covered by Cabinet confidence. As I understand it, this is only the fourth time since Confederation that Federal Commission of Inquiry has been granted access to Cabinet confidences. À mesure que les documents ont été obtenus et analysés, les avocats principaux ont commencé à mener des entrevues avec des témoins clés. Ces entretiens ont pris diverses formes allant de brefs appels téléphoniques à des réunions d’une journée avec des groupes de hauts fonctionnaires; des manifestants et des ministres ont aussi été interrogés par la Commission. Reconnaissant que le temps d’audience serait limité, le personnel de la Commission a également demandé et obtenu des rapports institutionnels de diverses entités, y compris des ministères et organismes fédéraux, de gouvernements provinciaux, d’administrations municipales, de services de police et d’entités privées. Ces rapports résument les renseignements dont ces entités disposent et fournissent une description de leur participation aux évènements entourant la déclaration d’état d’urgence. Ils seront, le cas échéant, déposés à l’audience dans le dossier de preuve. To ensure that key questions are addressed during these public hearings, Commission Counsel then allies the information available to them and prepared evidence be presented in a number of different ways. They've prepared summaries of the interviews that they conducted, and to ensure fairness, the interviewees have been given the opportunity to review these summaries and approve them as accurate. The interview summaries have been shared with the parties to ensure that they are aware of the information obtained by the Commission. In some instances, these summaries may be introduced to supplement and facilitate the oral testimony of interviewees. In other circumstances, the summaries may simply be entered into evidence where it may be unnecessary or impractical to hear from the interviewee in person. Commission Counsel have also prepared a series of oversee reports. They summarize large amounts of evidence related to a particular issue. They have also worked to prepare lists of witnesses who will provide live testimony in these hearings. Enfin, les avocats ont examiné la grande quantité de documents reçus fin de déterminer lesquels étaient pertinents pour les questions dont la Commission est saisie. Ils sont en train d’être communiqués aux parties de façon continuelle. Pour ce qui est des documents reçus du gouvernement fédéral, ce processus comprenait l’évaluation des affirmations du gouvernement concernant la sécurité nationale et le privilège de l’intérêt public et un effort visant à rendre le plus de renseignements possibles accessibles au public. Tout au long de ces travaux, le personnel de la Commission a entrepris d’innombrables tâches supplémentaires allant de trouver des locaux pour les audiences de l’enquête à la rédaction de règles de procédure et prendre les démarches nécessaires afin d’assurer que le rapport final puisse être produit à temps. It is important to emphasize that the investigative work that I have just described has been that of Commission Counsel. During these hearings, I will be hearing the bulk of this evidence for the first time, just like members of the public. To that end, I have made no findings and reached no conclusions about the issues that I have been entrusted to deal with. While I'm not sitting as a judge in these hearings, my 20 years of experience as a judge have informed my approach to the inquiry. I intend to take a judicial attitude to my job. By that I mean that independence, impartiality and fairness are my touchstones as Commissioner, just as they are in my role as a judge, which I will take up again after these hearings. Like a judge, my findings and conclusions will be based on the evidence that is presented to me. I will keep an open mind throughout and will only reach a final conclusion once the evidence is all in and final submissions have been made. Now what to expect in the hearings. We have scheduled approximately 30 days of factual hearings. At first glance, that may seem like a great deal of time. In reality, our time is very limited, given the breadth of the issues that have to be covered. This Commission will need to hear from dozens of witnesses and examine thousands of documents. Our timelines are tight and there's little room for error. For these hearings to be successful, I'm relying not only on my Commission Counsel, but on the efforts of all Counsel appearing before me and the parties they represent. This is not a trial. It's an inquiry, and I expect everyone will work cooperatively to ensure that the facts and information necessary for the public to understand what happened and why it happened will be elicited. I appreciate the spirit of cooperation that the parties and their counsel have demonstrated thus far, and I expect it to continue. While this is not an adversarial proceeding, I recognize that different points of view will be forcefully advanced. This is to be expected and will help ensure that a clear picture of the events is presented, and the decisions made or not made by key actors are fully analyzed. It is important, however, that at all times, disagreement be respectful. Parties and the public should also expect me to actively control the proceedings. Deadlines and time limits will be established and enforced. Parties will be required to focus on central issues. Not every witness who might be called will be called. Relevant evidence may be adduced in writing. Objections and procedural wrangling must and will be kept to an absolute minimum. Throughout this process, I will be relying on Commission Counsel to take the lead in presenting the evidence. For members of the public who have not seen a public inquiry before, the role of Commission Counsel may appear a bit unusual. They do not represent a party. They are, in effect, an extension of the Commissioner. They do not advance any particular point of view, but rather, they lead evidence in an impartial and balanced manner. Their only goal in these proceedings is to elicit the evidence necessary to establish the truth, whatever the evidence may be. Now other participants. Commission Counsel are not the only persons who will play a role in these hearings. There are also some 20 parties to whom I've granted permission to participate in these hearings in a variety of ways. This includes the Government of Canada, as well as provincial and municipal governments, police forces, protester representatives, community organizations, non-governmental organizations, parade associations and individuals. Each has their own interest in the issues that will be addressed in this inquiry, and each brings their own important perspective. They too will play an important role in the process. Afin de permettre la participation des personnes et des groupes qui, autrement, ne seraient pas en mesure de prendre part à ces procédures, j’ai fait des recommandations à la greffière du Conseil privé pour qu’elle accorde du financement à certaines parties ayant qualité pour agir. J’ai exposé les raisons pour lesquelles j’ai formulé ces recommandations dans une série de décisions qui sont disponibles sur le site web de la Commission. Bien que je n’aie pas le pouvoir d’accorder une aide financière, la greffière du Conseil privé a accepté mes recommandations. Outre les parties, la Commission a également bénéficié de la participation du public. Dès ma nomination, il m’a semblé évident que j’avais besoin d’obtenir les commentaires des Canadiens et Canadiennes de tous les horizons sur leurs points de vue et leurs expériences relativement à tous les aspects de mon mandat. C'est pour cette raison que la Commission a mis en place une méthode en ligne accessible aux membres du public afin qu’ils nous fassent part de leurs points de vue, observations et idées sur les circonstances qui ont motivé la déclaration de l’état d’urgence et les mesures prises par le gouvernement pour y répondre. We have received a number of submissions from individuals expressing a range of views, opinions, beliefs and ideas, and we look forward to continuing to receive submissions as these hearings unfold. Commission staff will carefully review all submissions and will prepare a report on the public input received and this will be shared with you. To the members of the public who took time and effort to share your insights with the Commission, I thank you. The inquiry has benefited from your contributions, and I will be mindful of the views expressed as I continue my work. Now openness and transparency. The role of a public inquiry under the Emergencies Act is very much about serving the public. Maintaining public confidence in our public institutions, and holding government to account can only be achieved through a process that is committed to openness and transparency. To that end, the Commission has worked hard to make these proceedings as accessible as possible. The hearings themselves are open to the public to come and observe. The media has been invited to broadcast our proceeding, and anyone around the world, in fact, is able to watch or listen to the hearings on the Commission’s website. Transcripts of proceedings will be produced and made available for download. I’ve already said that much of the evidence in this proceeding will be adduced in writing. The Commission also intends to post all documents that are made exhibits to the Commission’s website so that the media and the public will be able to read and understand all of the evidence before me. We expect that thousands of pages of material will ultimately be posted. Enfin, comme il s’agit d’une enquête nationale, nous nous engageons à veiller à ce que nos procédures soient accessibles au public dans les deux langues officielles. Les témoins pourront témoigner en français ou en anglais, et toutes les procédures seront traduites simultanément. Les documents préparés par la Commission ou en son nom sont traduits et publiés dans les deux langues officielles sur le site web de la Commission. Dans la mesure du possible, les versions françaises et anglaises seront diffusées simultanément. There may occasionally be limits on the Commission’s ability to be fully open to the public. Much of the material reviewed by Commission Counsel during their investigation is classified or subject to public interest immunity or national security privilege. As a result, there may be short portions of the hearing where classified evidence will be presented to me, which cannot be opened to the public or the parties. We will strive to keep such hearings to an absolute minimum. The Policy Phase. I’ve already spoken about how this Commission will not only look to the past, but also to the future. The Commission’s mandate includes a direction to make recommendations for potential changes to laws or practices relevant to the matters before this Commission. Pour soutenir ce volet des travaux de la Commission, nous avons mis en place un programme ambitieux de recherche et de politiques au cours des derniers mois. Afin d’aider la Commission, un conseil de recherche composé d’universitaires de partout au Canada a été mis sur pied. Présidé par la professeure Geneviève Cartier, le conseil de recherche a travaillé sans relâche pour commander des documents de recherche, informer le personnel de la Commission sur des questions techniques et façonner l’orientation générale de la Commission en matière de politiques. Much of the Research Council’s work is already available to the public for viewing. A series of 14 research papers on topics relevant to the Commission have been posted in both official languages to the Commission’s website. After the factual phase of the Inquiry is complete, the Commission will be holding a series of policy hearings to further explore the broader issues relevant to the Commission’s mandate. This will include policy roundtables involving experts and stakeholders, who will present their views to the Commission so that I may be better equipped to make recommendations about the future. Now, in conclusion, this Commission is about to begin the process of finding answers to the questions assigned to it by Parliament. What led the Federal Government to declare an emergency? How did it exercise the powers that it obtained? And were its actions appropriate? These are matters of fundamental importance. Ce sont aussi des questions complexes. Pour y répondre, j’aurai besoin d’entendre beaucoup d’éléments de preuve dans un court laps de temps. Ce sera un défi, mais je suis persuadé qu’avec la collaboration de toutes les parties, les audiences offriront un processus impartial et exhaustif pour la présentation des preuves nécessaires afin que la Commission puisse donner au public les réponses auxquelles il a droit. The exercise by government of the exceptional powers given to it by the Emergencies Act affects directly, or indirectly, all Canadians. In the 34 years since its adoption, this is the first time the Act has been used and this is the first opportunity for its review. How and why the powers in the Act were invoked are matters of great public interest. With the cooperation of all parties, I’m confident that the hearings will provide a fair and thorough process for the presentation of evidence required for this Commission to be able to give the public the answers to which it is entitled. With that, I was going to say brief, but let’s say modest introduction, I’d like to turn the matter over to one of my co-lead counsel, Shantona Chaudhury, to set out what the next steps are. Thank you. Merci.",01-008-09,8,9,8,speaker_start,OPENING REMARKS BY COMMISSIONER ROULEAU,COMMISSIONER ROULEAU,commissioner rouleau
01-025-08,--- OPENING REMARKS BY MS. SHANTONA CHAUDHURY:,01-025-10,25,10,8,section_header,OPENING REMARKS BY MS. SHANTONA CHAUDHURY,NA,NA
01-025-09,"Thank you, Commissioner. Good morning, everyone. My name is Shantona Chaudhury. I’m co-lead counsel to the Public Order Emergency Commission. Bonjour tout le monde. Je m’appelle Shantona Chaudhury et je suis coprocureure en chef de la Commission sur l’état d’urgence. I’m going to take the next few minutes to explain to you how the coming hearings will unfold. I’ll start by describing the schedule for the next two days in some detail, and then I’ll give you a broad overview of how the evidence will be led in the coming weeks. So, starting with this morning. This morning will consist of introductions to the parties who have been granted standing before the Commission and the counsel representing them. Each set of counsel have been invited to prepare a brief statement of no more than three to five minutes introducing themselves and explaining in broad terms their party’s interest in the mandate of the Commission. Given the number of parties and counsel involved, we’ve allocated approximately two hours to these introductions and we’re very much looking forward to hearing from all of you. This afternoon, Commission Counsel will present a series of overview reports and presentations designed to assist the parties and the public in understanding the issues before the Commission and the context of the evidence that you’re about to hear. So these will consist of, first, an overview report on the emergence of COVID-19 and the various public health measures implemented across Canada in response to it. Second, there will be an overview report on early protests and legal challenges to the various public health measures put in place in response to the pandemic. Third, there will be an overview report consisting of a timeline of the key events leading up to the invocation of the Emergencies Act. Quatre, il y aura une présentation qui trace les grandes lignes de la Loi sur les mesures d’urgence et de son cadre juridique. Fifth, there will be a presentation of the explanation provided by the Government of Canada to Parliament, pursuant to section 58 of the Emergencies Act, regarding its reasons for declaring a public order emergency. Now, you will frequently hear this document referred to throughout these proceedings as the Section 58 explanation. Part of the Commission’s mandate is to evaluate and test the explanation provided by the Government for invoking the Act. Ces rapports sommaires et ces présentations ont été préparés par les avocats et les avocates de la Commission. Il convient toutefois de souligner la distinction entre un rapport sommaire d’un côté et d’une présentation de l’autre. Les rapports sommaires seront formellement déposés en preuve et feront partie de l’ensemble des preuves sur lequel le commissaire pourra s’appuyer pour formuler ses conclusions de fait et ses recommandations. Avant d’être finalisés, les rapports sommaires ont été partagés avec toutes les parties afin qu’elles puissent commenter leur exactitude. Les présentations pour leur part ne sont pas des éléments de preuve, elles sont simplement des documents explicatifs créés par la Commission pour aider les parties et le public à comprendre les enjeux que la Commission abordera au cours des prochaines semaines, elles ne font pas partie de l’ensemble des preuves présentées aux commissaires. So that will be day one of the hearings and that takes us to tomorrow, day two, which is the day that the Commission's going to begin hearing its evidence. Now I should explain that when witnesses are called to testify before the Commission, they will generally be examined first by Commission Counsel, a rotating cast of Commission Counsel, as the Commissioner explained, then by Counsel for the parties, and then by the witness's own Counsel. The order in which evidence will be called over the next six weeks is as follows. And actually, I should pause and preface this by saying that the order of evidence I'm about to describe is approximate and it's subject to change as the hearings unfold. However, in broad terms, first, we're going to deal with the Ottawa protest. So the first broad area that will be examined is the protests that occurred here in Ottawa from late January to mid February 2022. These events will be examined from the perspective of the residents and the community, the municipal government, the police, and the protesters. So that evidence will begin tomorrow with three panels of witnesses speaking to their lived experience during the protests. These panelists will include residents of Ottawa, Ottawa businesses and Ottawa City counsellors. Next week, the Commission expects to spend the first part of the week hearing from various municipal officials involved in the City of Ottawa's response to the protest. We'll then spend several days hearing evidence on the police response to the Ottawa protest. Finally, the Commission anticipates calling a number of organizers and participants in the Ottawa protest. Bon, la Commission quittera ensuite Ottawa — au sens figuré, bien entendu — pour la frontière canado-américaine. Elle se penchera alors sur ce qu’on pourrait appeler de manière générale les manifestations aux postes frontaliers. Plusieurs jours seront consacrés aux témoignages des manifestants, de policiers et de responsables municipaux pour faire la lumière sur les manifestations qui se sont déroulées dans les environs de Windsor et du pont Ambassador ainsi qu’aux alentours de Coutts en Alberta. Après ça, troisièmement, il y a… ça nous amène aux gouvernements provinciaux. La Commission entend ensuite recevoir des témoignages sur la manière dont les provinces ont réagi aux manifestations en faisant témoigner des représentants de plusieurs gouvernements provinciaux, dont ceux de l’Alberta et de l’Ontario. Finally, the last two weeks, give or take, of the hearing will be spent hearing evidence from the federal government about its response to the protests and its decision to invoke the Emergencies Act. The witnesses called will include senior officials from the federal departments and agencies, as well as cabinets ministers and the Prime Minister. That will conclude the fact-finding portion of the public hearings. By the time the hearings end, the Commission will have heard from over 60 witnesses, presenting all the different points of view that I've just outlined. In addition to all of the oral evidence that will be called, the Commission will be adducing a significant amount of written evidence in relation to all the areas mentioned above, including relevant documents that have been produced by parties, institutional reports that have been prepared by parties, and overview reports that have been prepared by the Commission, which consist of largely uncontroversial evidence. Introducing all of this evidence in writing will expedite the hearing, which is a necessity given the extraordinarily tight timelines under which the Commission's operating, but it's important to keep in mind that the body of evidence before the Commissioner includes not just the oral evidence, but all of the written evidence we will be adducing as well. As the Commissioner mentioned, the fact-finding hearings will be followed by a week of policy round tables discussing the many and varied policy issues arising out of the Commission's mandate and the evidence it has heard. As a reminder, the Commission has published a series of Commission papers as part of its policy review program, as the Commissioner mentioned, and parties have 30 days from a date a paper is posted to provide comments on it. With that, I echo the Commissioner in thanking the parties very much for their cooperation and their contribution to the Commission's work thus far, and especially over the next few weeks. I'll now turn the floor over to my co- lead Counsel to introduce our team of Commission Counsel.",01-025-11,25,11,9,speaker_start,OPENING REMARKS BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
01-030-14,--- OPENING REMAKRS BY MR. JEFFREY LEON:,01-030-16,30,16,14,section_header,OPENING REMAKRS BY MR. JEFFREY LEON,NA,NA
01-030-15,"Good morning. My name's Jeff Leon, and I am a co-lead Counsel of the Commissioner. Commissioner, I have the pleasant task of introducing by name to those assembled and those watching online our Commission Counsel. These Counsel are the lawyers who are justly credited for the exceptional work that you and others have mentioned. Their professional biographies are available on the Commission's website for review. But first let me introduce our senior Counsel, who are responsible for the different aspects of dossiers of our investigation that you have just heard about. Senior Counsel will lead much of the evidence over the coming weeks. So the Senior Counsel of the Commission are Frank Au; Erin Dann, who regrettably can't join us for the hearings; Gabriel Poliquin; Natalia Rodriguez; and Daniel Sheppard. We have also had the valued assistance of three regional Counsel from across Canada. They are Mona Duckett, QC from Alberta, Sacha Paul from Manitoba, and Maia Tsurumi from British Columbia. And we have a group of, if I may say, most talented and dedicated Counsel, who came together from several Canadian provinces, and who have assisted with the investigation and with preparing for these hearings. Their effort has been nothing short of extraordinary. They are the engines that have driven our investigation. First, in addition to the work they have done on the investigation and in hearing preparation, I want to introduce Eric Brousseau and John Mather, who assumed the legal operations function of the Commission that has enabled this facility and our process and procedures to result in a fully functional space and our being ready for the commencement of these hearings. The other Counsel, who as mentioned have been a key part of our investigation, are Stephen Armstrong, Misha Boutilier, Sajeda Hedaraly, Alexandra Heine, Nusra Khan, Étienne Lacombe, Allison McMahon, Jean-Simon Schoenholz, Dhalia Shuhaibar, and Guillaume Sirois-Gingras. Mr. Commissioner, if I may say, it has been an honour to work with these talented Counsel. Thank you.",01-030-17,30,17,15,speaker_start,OPENING REMAKRS BY MR. JEFFREY LEON,MR. JEFFREY LEON,jeffrey leon
01-031-25,"Thank you very much. So that introduction I think has been very helpful. We have a little time to get started in -- if parties are willing. Today is a little bit lighter than the days that are coming. I can assure you, you're going to have to be prepared to work hard. Alors, peut-être qu’on peut commencer avec la présentation des différentes parties. À moins d’autres suggestions, je vais juste suivre l’ordre que j’ai devant moi. Unless there's any objection and people want to arm-wrestle, I suggest I'll just follow the order on the sheet in front of me and call on the various parties to briefly introduce themselves, three to five minutes, if you wish, so that I and the public will know who is participating in the hearing. So starting with the Government of Canada, if I could ask, I'm not sure if it's Mr. MacKinnon or who will be presenting, but go ahead.",01-031-27,31,27,25,speaker_start,OPENING REMAKRS BY MR. JEFFREY LEON,COMMISSIONER ROULEAU,commissioner rouleau
01-032-15,Here?,01-032-16,32,16,15,speaker_start,OPENING REMAKRS BY MR. JEFFREY LEON,MR. ROBERT MacKINNON,robert mackinnon
