interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
10-007-02,"--- Upon commencing on Wednesday, October 26, 2022 at 9:30 a.m.",10-007-04,7,4,2,proceedings_start,NA,NA,NA
10-007-03,Order. À l'ordre. The Public Order Emergency Commission is now in session. La Commission sur l'état d'urgence est maintenant ouverte.,10-007-05,7,5,3,speaker_start,NA,THE REGISTRAR,the registrar
10-007-06,"Good morning. Bonjour. Are we ready to proceed, Counsel?",10-007-08,7,8,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
10-007-08,"We are. Superintendent Bernier, please. (SHORT PAUSE)",10-007-10,7,10,8,speaker_start,NA,MR. FRANK AU,frank au
10-007-11,"--- SUPT. ROBERT BERNIER, Resumed:",10-007-13,7,13,11,section_header,"SUPT. ROBERT BERNIER, Resumed",NA,NA
10-007-12,Good morning.,10-007-14,7,14,12,speaker_start,"SUPT. ROBERT BERNIER, Resumed",SUPT. ROBERT BERNIER,supt. robert bernier
10-007-13,"Good morning, Superintendent.",10-007-15,7,15,13,speaker_start,"SUPT. ROBERT BERNIER, Resumed",MR. FRANK AU,frank au
10-007-14,"Good morning, sir.",10-007-16,7,16,14,speaker_start,"SUPT. ROBERT BERNIER, Resumed",SUPT. ROBERT BERNIER,supt. robert bernier
10-007-15,--- EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd):,10-007-17,7,17,15,section_header,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),NA,NA
10-007-16,"You recall that we ended yesterday by talking about your priorities on February 11th as you embarked on what you describe as a reset. And you've made a new mission statement to clarify the command and control structure, and you presented that plan to the Executive Team; right?",10-007-18,7,18,16,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
10-007-21,That is correct.,10-007-23,7,23,21,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),SUPT. ROBERT BERNIER,supt. robert bernier
10-007-22,"So I'd like to take you now to your efforts to further integrate that plan with the OPP and the RCMP. You explained to us yesterday that the chart, the then chart had OPS at the top because it was integrated but not fully unified, not -- it was not a unified command. Do you remember that?",10-007-24,7,24,22,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
10-007-28,That is correct.,10-007-30,7,30,28,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),SUPT. ROBERT BERNIER,supt. robert bernier
10-008-01,"And by ""unified command"", I took it that you were referring to unified with the OPP and the RCMP.",10-008-03,8,3,1,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
10-008-03,That is correct.,10-008-05,8,5,3,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),SUPT. ROBERT BERNIER,supt. robert bernier
10-008-04,"Now, you talked to us about when they first came to Ottawa to assist the OPS back on the 8th of February?",10-008-06,8,6,4,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
10-008-07,I don't -- I was not aware that they were in town at that particular time.,10-008-09,8,9,7,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),SUPT. ROBERT BERNIER,supt. robert bernier
10-008-09,"Okay. So let me take you to some notes that may refresh your memory. Could we go to OPS00008420, please? So stay at this page. You see that this is dated February the 8th. The Incident Commander is you. And then if we go to page 4, please. If we go down to 1329. Do you see an exchange recorded between Palmer and yourself? Who is Palmer?",10-008-11,8,11,9,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
10-008-19,Inspector Palmer. She was the inspector who I was working jointly with in the Service Command Centre.,10-008-21,8,21,19,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),SUPT. ROBERT BERNIER,supt. robert bernier
10-008-22,"Right. So there is a notation from her to you that: ""Outside agencies who are attending to assist or requesting to have OPS operational plans ahead of attending."" And you spoke a little bit about your involvement in trying to gather all the various plans in order to assist in that process yesterday; right?",10-008-24,8,24,22,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
10-009-02,"From my experience, I had an appreciation that if outside agencies were coming, they would be requesting to see the plans.",10-009-04,9,4,2,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),SUPT. ROBERT BERNIER,supt. robert bernier
10-009-05,"So were you aware that this group, these outside agencies were coming to Ottawa as of the 8th?",10-009-07,9,7,5,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
10-009-07,"Outside agencies refers to all the different police agencies that were already assisting us in town, including the OPP and the RCMP, as well as other municipal services that were in town. I did not know that we were talking about an Integrated Planning Cell.",10-009-09,9,9,7,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),SUPT. ROBERT BERNIER,supt. robert bernier
10-009-12,"I see. So if I take you now to your summary, the witness summary ---",10-009-14,9,14,12,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
10-009-14,Yes.,10-009-16,9,16,14,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),SUPT. ROBERT BERNIER,supt. robert bernier
10-009-15,"--- at page 16, please? Okay. So this is the paragraph at which you describe how you first came to know of this particular group's existence. ""On February 12th, OPP Chief Superintendent Carson Pardy and RCMP Superintendent Phil Lue phoned Superintendent Bernier and informed him that an OPP-RCMP Integrated Planning Team was in Ottawa to assist. Superintendent Bernier learned from them that the Integrated Planning Team had been in Ottawa since February 8, was based at RCMP's National Operation Centre [...], and was assisting OPS to develop operational plans. Superintendent Bernier was surprised to learn of the Integrated Planning Team's existence."" So were you surprised because on the 8th you were aware only of some outside agencies coming to assist and you didn't connect that group with the Integrated Planning Team until you made contact with Pardy and Lue on the 12th?",10-009-17,9,17,15,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
10-010-10,That's correct.,10-010-12,10,12,10,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),SUPT. ROBERT BERNIER,supt. robert bernier
10-010-11,"All right. So if I could pick you now to another document, OPS00010371? So these are again scribe notes I take it, and you are now the event commander designated with EC. If we go to page 11, please? So this is dated February the 12th. If we go to 11:58, we see it on the screen, there was a call between you and RCMP Officer Lue said, ""...slide up prepared by Darwin - understand NOC stood up. What you are proposing is what we are doing here. You would be able to give situational awareness - direct line of communication"" Tell us about this conversation.",10-010-13,10,13,11,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
10-010-24,"So during this conversation, I had my first interaction with Superintendent Lue from the RCMP, had an understanding of what their role was here to help us, and based on the conversations that I'd had, and gave them a briefing on the new mission statement, the steps that myself and Inspector Springer were taking as part of the command table, and understanding that it was going to take a day or two to get the proper people around the table that we were looking for. Some were coming from other parts of the province. That based on what I was proposing and telling Superintendent Lue that it was aligning with the framework that they were setting up at the RCMP Leikin building, which they're referring to as the NOK.",10-010-26,10,26,24,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),SUPT. ROBERT BERNIER,supt. robert bernier
10-011-09,"So we've heard evidence from other witnesses that they were starting to work on a plan, and by now, you have also started working on one, including the main action plan and the mission statement as we heard yesterday. So is it fair to say that when you connected, you found some alignment?",10-011-11,11,11,9,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU (Cont'd),MR. FRANK AU,frank au
