interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
25-008-02,"--- Upon commencing on Thursday, November 17, 2022 at 9:29 a.m.",25-008-03,8,3,2,proceedings_start,NA,NA,NA
25-008-03,Order. À l'ordre. The Public Order Emergency Commission is now in session. La Commission sur l'état d'urgence est maintenant ouverte.,25-008-04,8,4,3,speaker_start,NA,THE REGISTRAR,the registrar
25-008-06,"Good morning. Bonjour. Nice wintery day. We're starting off with some bulk entries, I believe?",25-008-07,8,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
25-008-10,"That's correct, Commissioner. Eric Brousseau, Commission Counsel. This is just to formally enter 286 documents by way of bulk entry, which is actually the sort of combination of a couple of weeks of lists. We are playing catch-up. Objections were moved, they are being dealt with. These documents are largely sort of municipal and provincial documents, including documents produced by the Governments of Manitoba, Saskatchewan, Nova Scotia; the institutional report for the Government of Manitoba and Saskatchewan; and several witness statements as well. And it was circulated to the parties -- the final list was circulated recently, and they will be entered as exhibits today.",25-008-11,8,11,10,speaker_start,NA,MR. ERIC BROUSSEAU,eric brousseau
25-008-23,"Okay, thank you. And now, I understand we have a panel. Judging by the arrangement, I gather there are three? Okay. And Commission Counsel?",25-008-24,8,24,23,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
25-008-27,"Good morning, Mr. Commissioner. Gordon Cameron on behalf of Commission Counsel. And you have before you this morning a panel of witnesses representing the Department of Finance of the Government of Canada. Could I ask that the witnesses be sworn or affirmed?",25-008-28,8,28,27,speaker_start,NA,MR. GORDON CAMERON,gordon cameron
25-009-06,"Ms. Jacques, will you swear on a religious document or do you wish to affirm?",25-009-07,9,7,6,speaker_start,NA,THE REGISTRAR,the registrar
25-009-08,I swear.,25-009-09,9,9,8,speaker_start,NA,ADM ISABELLE JACQUES,adm. isabelle jacques
25-009-09,"We have the Bible, the Koran, or the Torah available.",25-009-10,9,10,9,speaker_start,NA,THE REGISTRAR,the registrar
25-009-11,The Bible.,25-009-12,9,12,11,speaker_start,NA,ADM ISABELLE JACQUES,adm. isabelle jacques
25-009-12,"For the record, please state your full name and spell it out.",25-009-13,9,13,12,speaker_start,NA,THE REGISTRAR,the registrar
25-009-14,"Isabelle Jacques, I-S-A-B-E-L-L-E J-A-C-Q-U-E-S.",25-009-15,9,15,14,speaker_start,NA,ADM ISABELLE JACQUES,adm. isabelle jacques
25-009-16,"--- ADM ISABELLE JACQUES, Sworn:",25-009-17,9,17,16,section_header,"ADM ISABELLE JACQUES, Sworn",NA,NA
25-009-17,"Mr. Sabia, will you swear on a religious document or do you wish to affirm?",25-009-18,9,18,17,speaker_start,"ADM ISABELLE JACQUES, Sworn",THE REGISTRAR,the registrar
25-009-19,Bible's good.,25-009-20,9,20,19,speaker_start,"ADM ISABELLE JACQUES, Sworn",DM MICHAEL SABIA,dm. michael sabia
25-009-20,"For the record, please state your full name and spell it out.",25-009-21,9,21,20,speaker_start,"ADM ISABELLE JACQUES, Sworn",THE REGISTRAR,the registrar
25-009-22,"Michael Sabia, M-I-C-H-A-E-L S-A-B-I-A.",25-009-23,9,23,22,speaker_start,"ADM ISABELLE JACQUES, Sworn",DM MICHAEL SABIA,dm. michael sabia
25-009-24,"--- DM MICHAEL SABIA, Sworn:",25-009-25,9,25,24,section_header,"DM MICHAEL SABIA, Sworn",NA,NA
25-009-25,"Mr. Mendes, will you swear on a religious document or do you wish to affirm?",25-009-26,9,26,25,speaker_start,"DM MICHAEL SABIA, Sworn",THE REGISTRAR,the registrar
25-009-27,I'll swear on the Bible.,25-009-28,9,28,27,speaker_start,"DM MICHAEL SABIA, Sworn",ADM RHYS MENDES,adm. rhys mendes
25-009-28,"For the record, please state your full name and spell it out.",25-009-29,9,29,28,speaker_start,"DM MICHAEL SABIA, Sworn",THE REGISTRAR,the registrar
25-010-02,"Rhys Mendes, R-H-Y-S M-E-N-D-E-S.",25-010-04,10,4,2,speaker_start,"DM MICHAEL SABIA, Sworn",ADM RHYS MENDES,adm. rhys mendes
25-010-04,"--- ADM RHYS MENDES, Sworn:",25-010-06,10,6,4,section_header,"ADM RHYS MENDES, Sworn",NA,NA
25-010-05,--- EXAMINATION IN-CHIEF BY MR. GORDON CAMERON:,25-010-07,10,7,5,section_header,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,NA,NA
25-010-06,"Good morning, and bonjour, panel. We will begin with some formalities, the adoption of your witness statements and the such, and I will ask you questions for 20 minutes or so, then I will hand it over to my colleague, Ms. Shuhaibar, who will cover a specific topic with some of you, and then I'll come back up to finish it off. So if we could begin with those formalities. We want you to put onto the record some of the documents that you've prepared for the Commission and that Commission Counsel prepared in conjunction with you. And in particular, if I could begin by talking about the institutional report that was filed by the Department of Finance. And it doesn't matter which of you adopts it for these purposes, but I'll ask you, Mr. Sabia, if you reviewed that document, confirmed it for its accuracy and can adopt it as part of the evidence in the Department of Finance before the Commission?",25-010-08,10,8,6,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
25-010-24,"Yes, I can.",25-010-26,10,26,24,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,DM MICHAEL SABIA,dm. michael sabia
25-010-25,"Thank you. And you were interviewed as part of a panel, and a interview summary was generated as a result of that interview. And for each of you, I'd like to confirm that you reviewed that summary of your interview for accuracy, that you do believe it is accurate, and that you adopt it as part of your evidence before the Commission today. Can I ask each of you to confirm that?",25-010-27,10,27,25,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
25-011-04,"In my case, yes.",25-011-06,11,6,4,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,DM MICHAEL SABIA,dm. michael sabia
25-011-05,Yes.,25-011-07,11,7,5,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,ADM RHYS MENDES,adm. rhys mendes
25-011-06,Yes.,25-011-08,11,8,6,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,ADM ISABELLE JACQUES,adm. isabelle jacques
25-011-07,"Thank you. Now, I'll ask you the easiest questions, I think, for today, which is to introduce yourselves to the Commissioner, with a description of who you are and what your role is in the Department of Finance. And so let me begin with you, Mr. Sabia. If you could tell us your title, your role, and how that fits with the Department of Finance.",25-011-09,11,9,7,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
25-011-14,"I'm the -- Commissioner, I'm the Deputy Minister of Finance. So I'm the most senior non-elected official in the Department. And we all work, and I report directly to the Deputy Prime Minister and the Minister of Finance Chrystia Freeland. Do you want me to talk about what the Department does?",25-011-16,11,16,14,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,DM MICHAEL SABIA,dm. michael sabia
25-011-21,That would be helpful. What the Department does and how you oversee those activities.,25-011-23,11,23,21,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
25-011-23,"Well, how I oversee those activities is the interesting question, but the... So we're -- I guess it would be fair to say we're the government department that's charged with the oversight, stewardship if you will, the oversight of the Canadian economy. That has several dimensions in our work. So we're responsible for tax and fiscal policy on behalf of the Government of Canada. For -- we're responsible for the financial and fiscal dimension of federal/provincial relations. We're responsible for international economic policy, especially related to trade and some other things. We're responsible for the spending side of economic development and social policy of, again, across the government. And my two colleagues, who will introduce themselves, we're also responsible for economic analysis and economic forecasting on behalf of the Government of Canada. That's what Rhys Mendes on my left is responsible for. And then on my right, another dimension of our work is our responsibility for policy with respect to the financial sector in Canada, and Isabelle Jacques is the Assistant Deputy Minister responsible for that.",25-011-25,11,25,23,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,DM MICHAEL SABIA,dm. michael sabia
