interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
27-008-02,"--- Upon commencing on Monday, November 21, 2022 at 9:30 a.m.",27-008-03,8,3,2,proceedings_start,NA,NA,NA
27-008-03,Order. À l’ordre. The Public Order Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte.,27-008-04,8,4,3,speaker_start,NA,THE REGISTRAR,the registrar
27-008-07,Good morning. Bonjour. Okay. So this morning we have a panel of witnesses. Who’s on for the Commission? (SHORT PAUSE),27-008-08,8,8,7,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
27-008-11,"Good morning, Mr. Commissioner. Gordon Cameron for Commission Counsel, and this morning we have a panel of three witnesses combined, two from CSIS and one from ITAC. If they could come forward and we’ll have them sworn. (SHORT PAUSE)",27-008-12,8,12,11,speaker_start,NA,MR. GORDON CAMERON,gordon cameron
27-008-19,"For the record, please state your full name and spell it out.",27-008-20,8,20,19,speaker_start,NA,THE REGISTRAR,the registrar
27-008-21,"David Vigneault; D-a-v-i-d, V- i-g-n-e-a-u-l-t.",27-008-22,8,22,21,speaker_start,NA,DAVID VIGNEAULT,david vigneault
27-008-23,"--- MR. DAVID VIGNEAULT, Affirmed:",27-008-24,8,24,23,section_header,"MR. DAVID VIGNEAULT, Affirmed",NA,NA
27-008-24,"Thank you. For the record, please state your full name and spell it out.",27-008-25,8,25,24,speaker_start,"MR. DAVID VIGNEAULT, Affirmed",THE REGISTRAR,the registrar
27-008-27,"It’s Michelle Tessier; M- i-c-h-e-l-l-e, T-e-s-s-i-e-r.",27-008-28,8,28,27,speaker_start,"MR. DAVID VIGNEAULT, Affirmed",MS. MICHELLE TESSIER,michelle tessier
27-009-01,"--- MS. MICHELLE TESSIER, Affirmed:",27-009-03,9,3,1,section_header,"MS. MICHELLE TESSIER, Affirmed",NA,NA
27-009-02,"Thank you. For the record, please state your full name and spell it out.",27-009-04,9,4,2,speaker_start,"MS. MICHELLE TESSIER, Affirmed",THE REGISTRAR,the registrar
27-009-05,"Marie-Hélène Chayer, M- a-r-i-e-H-e-l-e-n-e, C-h-a-y-e-r.",27-009-07,9,7,5,speaker_start,"MS. MICHELLE TESSIER, Affirmed",MS. MARIE-HÉLÈNE CHAYER,marie-hélène chayer
27-009-07,"--- MS. MARIE-HÉLÈNE CHAYER, Affirmed:",27-009-09,9,9,7,section_header,"MS. MARIE-HÉLÈNE CHAYER, Affirmed",NA,NA
27-009-08,Merci.,27-009-10,9,10,8,speaker_start,"MS. MARIE-HÉLÈNE CHAYER, Affirmed",LA GREFFIÈRE,the clerk
27-009-09,--- EXAMINATION IN-CHIEF BY MR. GORDON CAMERON:,27-009-11,9,11,9,section_header,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,NA,NA
27-009-10,"Good morning, and this is now our third opportunity to see each other and go through the evidence that you’ll be giving to the Commission this morning. And what I’d like to do is begin with a little bit of housekeeping. I’ll remind -- Mr. Commissioner, I’ll remind parties through you that we have already had the interview summary of these three witnesses adopted during the closed session, which took place on November 5th. We also had the confidential and public versions of the Institutional Report adopted during that session, but the one item that has not yet been adopted is the summary that was posted yesterday of the closed session. And so witnesses, I would you ask each in turn to confirm that you reviewed that summary for accuracy and adopt it as part of the evidence of CSIS and ITAC before the Commission today. Can you each confirm that?",27-009-12,9,12,10,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
27-009-27,Yes.,27-009-29,9,29,27,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. DAVID VIGNEAULT,david vigneault
27-009-28,Yes.,27-009-30,9,30,28,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MS. MICHELLE TESSIER,michelle tessier
27-010-01,Yes.,27-010-03,10,3,1,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MS. MARIE-HÉLÈNE CHAYER,marie-hélène chayer
27-010-02,"Thank you. And now to begin, for those to whom each of you is not already familiar to the public, if I could ask you, Mr. Vigneault, to begin by describing your role and function within the -- within CSIS.",27-010-04,10,4,2,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
27-010-07,"Yes. So I’ve been appointed the Director of CSIS in June 2017. In those functions, I have the full responsibility and authority over the organization, and I am supported by a group of senior executives, including Madam Tessier here with me today. And I can go into further details about the mandate or the organization now or later.",27-010-09,10,9,7,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. DAVID VIGNEAULT,david vigneault
