interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
04-007-02,"--- Upon commencing on Tuesday October 18, 2022, at 9:30 a.m.",04-007-03,7,3,2,proceedings_start,NA,NA,NA
04-007-03,Order. À l’ordre. The Public Order Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte.,04-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
04-007-06,"Bonjour, good morning. Okay. Today I think we start off, unless there's any preliminary business, I think we start off with the mayor of Ottawa. Is that correct, Ms. Rodriguez? Okay. Go ahead.",04-007-07,7,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
04-007-10,"I'm Natalia Rodriguez, senior Commission Counsel, and we would like to call Mr. Mayor Jim Watson.",04-007-11,7,11,10,speaker_start,NA,MS. NATALIA RODRIGUEZ,natalia rodriguez
04-007-13,"Mr. Mayor Watson, will you swear on a religious document or do you wish to affirm?",04-007-14,7,14,13,speaker_start,NA,THE REGISTRAR,the registrar
04-007-15,"On a Bible, please.",04-007-16,7,16,15,speaker_start,NA,MAYOR JIM WATSON,mayor jim watson
04-007-16,"Please take the Bible in your right hand. For the record, please state your full name and spell it out.",04-007-17,7,17,16,speaker_start,NA,THE REGISTRAR,the registrar
04-007-20,"James Alexander Watson, J-A-M- E-S A-L-E-X-A-N-D-E-R W-A-T-S-O-N.",04-007-21,7,21,20,speaker_start,NA,MAYOR JIM WATSON,mayor jim watson
04-007-22,"--- MAYOR JIM WATSON, Sworn:",04-007-23,7,23,22,section_header,"MAYOR JIM WATSON, Sworn",NA,NA
04-007-23,Thank you.,04-007-24,7,24,23,speaker_start,"MAYOR JIM WATSON, Sworn",THE REGISTRAR,the registrar
04-007-24,Go ahead.,04-007-25,7,25,24,speaker_start,"MAYOR JIM WATSON, Sworn",COMIMSSION ROULEAU,commissioner rouleau
04-007-25,Thank you.,04-007-26,7,26,25,speaker_start,"MAYOR JIM WATSON, Sworn",MS. NATALIA RODRIGUEZ,natalia rodriguez
