interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
21-007-02,"--- Upon commencing on Thursday, November 10, 2022 at 9:30 a.m.",21-007-03,7,3,2,proceedings_start,NA,NA,NA
21-007-03,Order. À l’ordre. The Public Order Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte.,21-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
21-007-06,"Good morning. Bonjour. Just before we start, I just want to give a bit of a message as to the events of yesterday. As many of you know, we had to interrupt the hearing yesterday because our senior counsel, Gabriel Poliquin, suddenly became indisposed. He was seen by medical professionals and his episode was likely nothing serious. So he’s expected to make a quick recovery after a few days of recuperation and will be back with the Commission next week. He wishes to thank all who have reached out to him with messages of support, and it’s very appreciated by him, and, of course, by the Commission. So with that brief introduction and reassurance, we can go on to the next witness.",21-007-07,7,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
21-007-20,"Good morning, Commissioner. Jean-Simon Schoenholz, Commission Counsel. Our first witness today is Marlin Degrand. (SHORT PAUSE)",21-007-21,7,21,20,speaker_start,NA,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
21-007-24,Good morning. Right up here.,21-007-25,7,25,24,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
21-007-26,"Thank you, sir.",21-007-27,7,27,26,speaker_start,NA,ADM MARLIN DEGRAND,adm. marlin degrand
21-007-27,"For the record, please state your full name and spell it out.",21-007-28,7,28,27,speaker_start,NA,THE REGISTRAR,the registrar
21-008-01,"My full name is Marlin Arman Degrand. M-a-r-l-i-n; A-r-m-a-n, and the surname is D-e-g-r-a- n-d.",21-008-02,8,2,1,speaker_start,NA,ADM MARLIN DEGRAND,adm. marlin degrand
21-008-04,"--- ADM MARLIN ARMAN DEGRAND, Sworn:",21-008-05,8,5,4,section_header,"ADM MARLIN ARMAN DEGRAND, Sworn",NA,NA
21-008-05,Thank you.,21-008-06,8,6,5,speaker_start,"ADM MARLIN ARMAN DEGRAND, Sworn",THE REGISTRAR,the registrar
21-008-06,--- EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ:,21-008-07,8,7,6,section_header,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,NA,NA
21-008-07,"Good morning, Mr. Degrand.",21-008-08,8,8,7,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
21-008-09,"Good morning, sir. How are you?",21-008-10,8,10,9,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,ADM MARLIN DEGRAND,adm. marlin degrand
21-008-11,"Good to see you again. So Mr. Degrand, you’ll recall that you met with Commission Counsel on August 30th for an interview.",21-008-12,8,12,11,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
21-008-15,"Yes, I do.",21-008-16,8,16,15,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,ADM MARLIN DEGRAND,adm. marlin degrand
21-008-16,Remember that? And we prepared a summary of the evidence that you provided during that interview; correct?,21-008-17,8,17,16,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
21-008-19,Yes.,21-008-20,8,20,19,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,ADM MARLIN DEGRAND,adm. marlin degrand
21-008-20,"So I’ll just pull up WTS00000007. So this is your witness summary, which will come up on the screen. Do you have any corrections to that witness summary this morning?",21-008-21,8,21,20,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
21-008-26,I do not.,21-008-27,8,27,26,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,ADM MARLIN DEGRAND,adm. marlin degrand
21-008-27,Great. And you can confirm this is the witness summary that you’ve seen; you’ve reviewed it?,21-008-28,8,28,27,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
21-009-02,Yes.,21-009-04,9,4,2,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,ADM MARLIN DEGRAND,adm. marlin degrand
21-009-03,"Perfect. So I’ll have that entered into evidence. You also will recall that the Province of Alberta, the Government of Alberta has prepared an institutional report?",21-009-05,9,5,3,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
21-009-08,Yes.,21-009-10,9,10,8,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,ADM MARLIN DEGRAND,adm. marlin degrand
21-009-09,You’ve had the chance to review that as well?,21-009-11,9,11,9,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
21-009-11,I have.,21-009-13,9,13,11,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,ADM MARLIN DEGRAND,adm. marlin degrand
21-009-12,And I also understand that you’ve sworn an affidavit attaching and confirming the content of that institutional report?,21-009-14,9,14,12,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
21-009-15,I have.,21-009-17,9,17,15,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHEONHOLZ,ADM MARLIN DEGRAND,adm. marlin degrand
