interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
11-007-02,"--- Upon commencing on Thursday, October 27, 2022, at 9:30 a.m.",11-007-03,7,3,2,proceedings_start,NA,NA,NA
11-007-03,Order. À l’ordre. The Public Order Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte.,11-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
11-007-06,"Good morning. Bonjour. This is the first day of our third week, so it's only five more weeks to go. Okay.",11-007-07,7,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
11-007-10,"Good morning, Commissioner.",11-007-11,7,11,10,speaker_start,NA,MR. ERIC BROUSSEAU,eric brousseau
11-007-11,Good morning.,11-007-12,7,12,11,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
11-007-12,"For the record, Eric Brousseau, Commission Counsel, and I'd like to call the Commission's next witness, OPP Commissioner Thomas Carrique.",11-007-13,7,13,12,speaker_start,NA,MR. ERIC BROUSSEAU,eric brousseau
11-007-15,Morning.,11-007-16,7,16,15,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
11-007-16,"Morning, sir, How are you?",11-007-17,7,17,16,speaker_start,NA,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-007-18,Excellent. So we're going to swear you in and then get started.,11-007-19,7,19,18,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
11-007-20,Thank you.,11-007-21,7,21,20,speaker_start,NA,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-007-21,"If you need a break, you'll let us know, but we normally have a morning break of 15 minutes, and lunch break of an hour, and a break in the afternoon.",11-007-22,7,22,21,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
11-007-25,"Thank you, sir.",11-007-26,7,26,25,speaker_start,NA,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-007-26,"Commissioner Carrique, will you swear on a religious document, or do you wish to affirm?",11-007-27,7,27,26,speaker_start,NA,THE REGISTRAR,the registrar
11-007-28,"I would like to swear on the Bible, please. Thank you.",11-007-29,7,29,28,speaker_start,NA,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-008-02,"For the record, please state your full name and spell it out.",11-008-03,8,3,2,speaker_start,NA,THE REGISTRAR,the registrar
11-008-04,"Thomas Carrique, T-H-O-M- A-S C-A-R-R-I-Q-U-E.",11-008-05,8,5,4,speaker_start,NA,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-008-06,"--- COMM. THOMAS CARRIQUE, Sworn:",11-008-07,8,7,6,section_header,"COMM. THOMAS CARRIQUE, Sworn",NA,NA
11-008-07,--- EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU:,11-008-08,8,8,7,section_header,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,NA,NA
11-008-08,"Good morning, Commissioner Carrique.",11-008-09,8,9,8,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,MR. ERIC BROUSSEAU,eric brousseau
11-008-10,Good morning.,11-008-11,8,11,10,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-008-11,"I’ll try to refer to you as Commissioner Carrique, since there are a couple of Commissioners on the stage. I’d like to pull up Document WTS00000039, please. And, Commissioner Carrique, you sat for a couple of interviews with Commission Counsel this summer; correct?",11-008-12,8,12,11,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,MR. ERIC BROUSSEAU,eric brousseau
11-008-17,"I did, yes.",11-008-18,8,18,17,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-008-18,"And I’m pulling up your interview summary. You reviewed this as it was finalized, I take it?",11-008-19,8,19,18,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,MR. ERIC BROUSSEAU,eric brousseau
11-008-21,"I did, yes.",11-008-22,8,22,21,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-008-22,And do you have any corrections to make to it?,11-008-23,8,23,22,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,MR. ERIC BROUSSEAU,eric brousseau
11-008-24,"No, I do not.",11-008-25,8,25,24,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-008-25,"Okay. I understand there was a spelling error on page 8, if we could go to that, just in terms of the name of the police chief for York Regional Police. His name is Jim MacSween and not MacSweeny? Is that accurate?",11-008-26,8,26,25,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,MR. ERIC BROUSSEAU,eric brousseau
11-009-01,"Correct. I provided that information this morning. And as well on page 9, I think it refers to insurance and it should refer to permit. That’s the first word at the top of page 9.",11-009-03,9,3,1,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-009-05,Okay. Thank you.,11-009-07,9,7,5,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,MR. ERIC BROUSSEAU,eric brousseau
11-009-06,You’re welcome.,11-009-08,9,8,6,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,COMM. THOMAS CARRIQUE,comm. thomas carrique
11-009-07,"And otherwise, the balance remains accurate?",11-009-09,9,9,7,speaker_start,EXAMINATION IN-CHIEF BY MR. ERIC BROUSSEAU,MR. ERIC BROUSSEAU,eric brousseau
