interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
23-007-02,"--- Upon commencing on Tuesday, November 15, 2022 at 9:30 a.m.",23-007-03,7,3,2,proceedings_start,NA,NA,NA
23-007-03,Order. À l'ordre. The Public Order Emergency Commission is now in session. La Commission sur l'état d'urgence est maintenant ouverte.,23-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
23-007-06,"Good morning. Bonjour. Okay, I understand we have a new panel of witnesses for this morning? Okay, and who are Commission Counsel?",23-007-07,7,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
23-007-10,"Good morning, Commissioner. This morning, we have the first of two RCMP panels, Commissioner Lucki and Deputy Commissioner Duheme, and I would ask if they could come to the panel. And while they are getting themselves seated, I'll just make a preliminary comment to the parties that ---",23-007-11,7,11,10,speaker_start,NA,MR. GORDON CAMERON,gordon cameron
23-007-16,"Could you just identify yourself for the record, please?",23-007-17,7,17,16,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
23-007-18,"Thank you. Gordon Cameron, Commission Counsel. Commissioner, yesterday at the close of the proceeding, a matter was raised by Mr. Miller about the state of documents on the party database, and in light of those comments, Commission Counsel investigated the matter last night. And most of the parties will have received and had a chance to review Commission Counsel's email to them explaining what we've been able to learn about that situation, and so I won't elaborate on that, except to say that, two things: We did recognise that there had been a glitch with respect to the uploading of documents, and that was corrected over the weekend. It was unfortunate, but the matter is in hand and the party database is in good form. The other thing we'd like to assure parties, Mr. Commissioner, is that Commission Counsel did have access to all of the documents, and indeed, the parties will notice that the documents, including those that just went up on the party database over the weekend, that some of which are included in our list of documents for the examination of this panel, and so we are prepared to proceed confident that we have had a thorough review of the documents in advance of this panel appearing.",23-007-19,7,19,18,speaker_start,NA,MR. GORDON CAMERON,gordon cameron
23-008-12,"Okay. Thank you for that update, and it's appreciated. And again, I'd simply reiterate, if there are issues please raise them with Commission Counsel as soon as they're noted so that we can address them and resolve them if there is something to be done.",23-008-13,8,13,12,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
23-008-17,Thank you.,23-008-18,8,18,17,speaker_start,NA,MR. GORDON CAMERON,gordon cameron
23-008-18,"So with that, we'll ---",23-008-19,8,19,18,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
23-008-19,If I could ask ---,23-008-20,8,20,19,speaker_start,NA,MR. GORDON CAMERON,gordon cameron
23-008-20,--- proceed with the panel.,23-008-21,8,21,20,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
23-008-22,--- that the panel be sworn.,23-008-23,8,23,22,speaker_start,NA,MR. GORDON CAMERON,gordon cameron
23-008-23,"Deputy Commissioner Duheme, will you swear on a religious document or do you wish to affirm?",23-008-24,8,24,23,speaker_start,NA,THE REGISTRAR,the registrar
23-008-25,I swear -- I can swear on a religious document.,23-008-26,8,26,25,speaker_start,NA,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-008-27,"We have available the Bible, the Koran or the Torah.",23-008-28,8,28,27,speaker_start,NA,THE REGISTRAR,the registrar
23-009-01,The Bible.,23-009-02,9,2,1,speaker_start,NA,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-009-02,"For the record, please state your full name and spell it out.",23-009-03,9,3,2,speaker_start,NA,THE REGISTRAR,the registrar
23-009-04,Full name is Michael Robert Duheme. Duheme is spelled D-U-H-E-M-E.,23-009-05,9,5,4,speaker_start,NA,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-009-06,"--- D/COMM MICHAEL DUHEME, Sworn:",23-009-07,9,7,6,section_header,"D/COMM MICHAEL DUHEME, Sworn",NA,NA
23-009-07,"Commissioner Lucki, will you swear on a religious document or do you wish to affirm?",23-009-08,9,8,7,speaker_start,"D/COMM MICHAEL DUHEME, Sworn",THE REGISTRAR,the registrar
23-009-09,(Inaudible response),23-009-10,9,10,9,speaker_start,"D/COMM MICHAEL DUHEME, Sworn",COMM BRENDA LUCKI,comm. brenda lucki
23-009-10,"For the record, please state your full name and spell it out.",23-009-11,9,11,10,speaker_start,"D/COMM MICHAEL DUHEME, Sworn",THE REGISTRAR,the registrar
23-009-12,"Brenda Marie Lucki, L-U-C-K-I.",23-009-13,9,13,12,speaker_start,"D/COMM MICHAEL DUHEME, Sworn",COMM BRENDA LUCKI,comm. brenda lucki
23-009-14,"--- COMM BRENDA LUCKI, Sworn:",23-009-15,9,15,14,section_header,"COMM BRENDA LUCKI, Sworn",NA,NA
23-009-15,--- EXAMINATION IN-CHIEF BY MR. GORDON CAMERON:,23-009-16,9,16,15,section_header,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,NA,NA
23-009-16,"Good morning, Commissioner, Deputy Commissioner.",23-009-17,9,17,16,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
23-009-18,Good morning.,23-009-19,9,19,18,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,COMM BRENDA LUCKI,comm. brenda lucki
23-009-19,Good morning.,23-009-20,9,20,19,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-009-20,"Nice to see you again. And I'll begin by reminding you that you met with Commission Counsel back on September 7th, and with you were a number of your colleagues. And you were interviewed, and a summary of that interview was prepared that has since been put on a party database and been made available to the parties. For the record, it's WTS00000069. And so I'll ask you some questions about the adoption of that summary on the record, with the qualification that four of the people who were in that interview aren't here today, so I'll just ask you to confirm that the interview summary is accurate to the best of your knowledge. So the way I'll put it is this: that you have reviewed -- each of you two have reviewed the summary and confirm that insofar as it contains your information you believe it to be true and accurate to the best of your knowledge and belief, and that insofar as it contains the information of your colleagues, you understand it to have been reviewed by them for accuracy and confirmed as accurate. Is that true?",23-009-21,9,21,20,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
23-010-11,True.,23-010-13,10,13,11,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-010-12,Yes.,23-010-14,10,14,12,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,COMM BRENDA LUCKI,comm. brenda lucki
23-010-13,"Thank you. Now, Deputy Commissioner Duheme, we got another chance to talk to you later on, on October 11th, and there is a separate interview summary of that interview. For the record, that is WTS00000068. And have you reviewed that summary and confirmed that it's accurate?",23-010-15,10,15,13,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
23-010-19,"Yes, I have, and it's accurate.",23-010-21,10,21,19,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-010-21,And do you adopt is as part of your evidence?,23-010-23,10,23,21,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
23-010-23,Yes.,23-010-25,10,25,23,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-010-24,"Thank you. Now, there is a third summary, and this is the summary of the interview of Ms. Ducharme and Ms.Vinette. And for the record, that is WTS00000067. And since they're in your division, Deputy Commissioner Duheme, I will ask you to confirm that that summary has been reviewed by Ms. Ducharme and Ms. Vinette for accuracy and that it has been filed with the Commission as part of the RCMP's evidence?",23-010-26,10,26,24,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
23-011-04,My understanding it has been reviewed those two individuals.,23-011-06,11,6,4,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-011-06,And it's adopted as part of the RCMP's evidence?,23-011-08,11,8,6,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
23-011-08,Correct.,23-011-10,11,10,8,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-011-09,"Thank you. Now, finally, there -- the RCMP filed an institutional report that has been on the party database for sometime as DOJ.IR.00000011. And I'm going to ask you to tell us what you can about a recent clarification to the status of that institutional report so that we can make sure the proper version gets adopted as your evidence. Can you help us with that?",23-011-11,11,11,9,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
23-011-17,"Yeah, I can. I don't have the exact page because I was given the copy this morning from counsel, from DOJ, but it does refer to police agencies and jurisdiction. And the -- my understanding is that counsel -- Commission Counsel had requested this information. And we did - - when we went through the validation process is what was written in there is a standard operating procedure that was not in force at that unit at the time. So we just wanted to clarify that.",23-011-19,11,19,17,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-011-26,"And so the institutional report that is about to be or perhaps already is updated, in any event, will soon be updated to the party database, will have that correction made in it?",23-011-28,11,28,26,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
23-012-02,"I'm assuming so, yeah.",23-012-04,12,4,2,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-012-03,"Yes. And so if I can put it this way, can you prospectively adopt that corrected institutional report as the evidence of the RCMP?",23-012-05,12,5,3,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
23-012-06,"Based on the copy I was given, yes.",23-012-08,12,8,6,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-012-08,"Yes, thank you. And, Mr. Commissioner, for the benefit of parties who may be concerned about a last-minute correction, I can confirm and I think, Deputy Commissioner, I'll ask you to confirm. This is a relatively minor correction to the currency of a version of a document cited in the IR that has, in fact, has been updated and the updated version will be reflected in the as filed version; correct?",23-012-10,12,10,8,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
23-012-16,That's correct.,23-012-18,12,18,16,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,D/COMM MICHAEL DUHEME,d/comm. michael duheme
23-012-17,"Thank you. With that administrivia out of the way, Commissioner and Deputy Commissioner, I'll ask you some overview questions just to get you to introduce yourselves to the Commissioner and to the parties. And so I'll ask by -- I'll begin by asking you, Commissioner Lucki, to just describe your role within the RCMP. And just so that you don't need to tell us the whole of that, perhaps you could concentrate in particular on your role as it pertained to the convoy and protest events that are the subject to this inquiry.",23-012-19,12,19,17,speaker_start,EXAMINATION IN-CHIEF BY MR. GORDON CAMERON,MR. GORDON CAMERON,gordon cameron
