interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
08-007-02,"--- Upon commencing on Monday, October 24, 2022 at 9:34 a.m.",08-007-03,7,3,2,proceedings_start,NA,NA,NA
08-007-03,The Public Order Emergency Commission is now in session. La Commission sur l'état d'urgence est maintenant ouverte.,08-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
08-007-06,Good morning. Bonjour. Great Monday morning. Nice to see you all back again. So we have a new witness this morning?,08-007-07,7,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
08-007-09,Interim Chief Bell.,08-007-10,7,10,9,speaker_start,NA,MR. FRANK AU,frank au
08-007-10,Okay. Go ahead. Good morning.,08-007-11,7,11,10,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
08-007-12,"Interim Chief Bell, will you swear on a religious document or do you wish to affirm?",08-007-13,7,13,12,speaker_start,NA,THE REGISTRAR,the registrar
08-007-14,"I'll swear, please.",08-007-15,7,15,14,speaker_start,NA,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-007-15,"We have the Bible, the Koran, the Torah available.",08-007-16,7,16,15,speaker_start,NA,THE REGISTRAR,the registrar
08-007-17,"The Bible, please. Thank you very much.",08-007-18,7,18,17,speaker_start,NA,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-007-19,"For the record, please state your full name and spell it out.",08-007-20,7,20,19,speaker_start,NA,THE REGISTRAR,the registrar
08-007-21,"Steven Bell, B-E-L-L.",08-007-22,7,22,21,speaker_start,NA,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-007-22,"--- INTERIM CHIEF STEVEN BELL, Sworn:",08-007-23,7,23,22,section_header,"INTERIM CHIEF STEVEN BELL, Sworn",NA,NA
08-007-23,--- EXAMINATION IN-CHIEF BY MR. FRANK AU:,08-007-24,7,24,23,section_header,EXAMINATION IN-CHIEF BY MR. FRANK AU,NA,NA
08-007-24,"Good morning, Commissioner. Good morning, Chief -- Interim Chief Bell. Now, Interim Chief, you remember that ---",08-007-25,7,25,24,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-007-27,If you could just introduce yourself for the record.,08-007-28,7,28,27,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,COMMISSIONER ROULEAU,commissioner rouleau
08-008-01,"Yes. It's Frank Au for the Commission. Interim Chief, you remember that we met in the summer remotely, and you attended an interview that we arranged. You -- after the interview, we prepared a summary of the interview and you reviewed it; am I correct?",08-008-03,8,3,1,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-008-07,That is correct.,08-008-09,8,9,7,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-008-08,"So I'd like to call up the document, WTS00000029. And this is a copy of the summary that you approved?",08-008-10,8,10,8,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-008-11,"If -- I believe so. If we could scroll through the document, please.",08-008-13,8,13,11,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-008-13,Could we scroll through? Yes?,08-008-15,8,15,13,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-008-15,"Yes. Yes, this is correct. From what I've seen so far, yes.",08-008-17,8,17,15,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-008-17,"Now, is there any correction that you'd like to make to this document?",08-008-19,8,19,17,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-008-19,No.,08-008-21,8,21,19,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF BELL,interim chief steve bell
08-008-20,"So you adopt its content, then?",08-008-22,8,22,20,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-008-21,"Yes, I do.",08-008-23,8,23,21,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-008-22,"Thank you. Now, Interim Chief, you've served with the Ottawa Police Service for some 26 years?",08-008-24,8,24,22,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-008-24,Almost 27 now.,08-008-26,8,26,24,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-008-25,"And over those years, you've been in charge of many different portfolios?",08-008-27,8,27,25,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-008-27,That's correct. I've been involved in several different places within the organisation?,08-008-29,8,29,27,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-009-02,Could you give us a quick highlight of some of your responsibilities over the years?,08-009-04,9,4,2,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-009-04,"For sure. So I was obviously a patrol officer for a number of years. I was a neighbourhood officer. I spent time in our Professional Standards Section, our Human Resources Section, our Drug Enforcement Section. I've had the ability as an executive within the organisation to work within all the directorates, and now currently have the Interim Chief position.",08-009-06,9,6,4,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-009-11,"And in January of this year, you were Deputy Chief in charge of what Deputy Ferguson has describe as the Three I's.",08-009-13,9,13,11,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-009-14,That is correct.,08-009-16,9,16,14,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-009-15,"Those are Intelligence, Information, and Investigation.",08-009-17,9,17,15,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-009-17,That's correct.,08-009-19,9,19,17,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-009-18,"Now, for the purpose of this hearing, we are going to be focussing on Intelligence. And what were your responsibilities as the Deputy Chief in charge of the Intelligence Unit?",08-009-20,9,20,18,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-009-22,"So my responsibilities in terms of overseeing that section would have been to make sure that our Intelligence Unit was gathering, collecting, analysing, and sharing information, and I would do that through what was an established chain of command.",08-009-24,9,24,22,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-009-27,"And I am going to show you a document of the organisational chart, and perhaps you can explain some of the people involved in that unit. OPS00014925. Okay. If we go further to the right. Sorry, go up. Yeah, further to the right. I'm looking for Deputy Chief Bell. So am I correct that -- well, we saw former Chief Sloly at the top, and then underneath him, at the executive levels, there are -- there were Deputy Ferguson, who was in charge of Community Policing, and then you in charge of the Three I's?",08-009-29,9,29,27,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-010-10,That's correct.,08-010-12,10,12,10,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-010-11,"And then going down that line under you, we see Intelligence. So we need to go further to the right. So now we see all three I's, and then under Intelligence Directorate, who was the superintendent in charge when -- around January and early February?",08-010-13,10,13,11,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-010-17,"So yeah, I think it's important to note the superintendent in charge at that point was Superintendent Patterson. And there had been a large movement of superintendents and leaders within the Directorate. So Superintendent Patterson was in charge, and he had two inspectors that reported to him. And that entire Command Team had just been placed in that area.",08-010-19,10,19,17,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-010-24,Right. So let's talk about that turnover. When did Superintendent Patterson assume this role of the Superintendent -- of the lead of the Intelligence Unit?,08-010-26,10,26,24,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
08-010-27,Superintendent Patterson would've taken that position on on January 1st.,08-010-29,10,29,27,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,INTERIM CHIEF STEVE BELL,interim chief steve bell
08-011-01,Okay. And were you not relatively new as well to this portfolio of the Three I's?,08-011-03,11,3,1,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
