interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
03-007-02,"--- Upon commencing on Monday, October 17, 2022, at 9:29 a.m.",03-007-03,7,3,2,proceedings_start,NA,NA,NA
03-007-03,À l’ordre. Order. The Public Order Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte.,03-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
03-007-07,"Good morning. Bonjour. Day three. Looks like a very interesting week. On a des témoins intéressants cette semaine. Alors, je pense que c’est la Commission qui convoque un nouveau témoin. Est-ce que vous êtes prête? D’accord, Madame Rodriguez.",03-007-08,7,8,7,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
03-007-13,"Bonjour, good morning. Natalia Rodriguez, senior Commission Counsel. And Commission would like to call Steve Kanellakos.",03-007-14,7,14,13,speaker_start,NA,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-007-16,"Okay. Good morning, Mr. Kanellakos.",03-007-17,7,17,16,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
03-007-18,"Good morning, Mr. Commissioner.",03-007-19,7,19,18,speaker_start,NA,MR. STEVE KANELLAKOS,steve kanellakos
03-007-20,"Mr. Kanellakos, will you swear on a religious document, or do you wish to affirm?",03-007-21,7,21,20,speaker_start,NA,THE REGISTRAR,the registrar
03-007-22,Religious document.,03-007-23,7,23,22,speaker_start,NA,MR. STEVE KANELLAKOS,steve kanellakos
03-007-23,"We have the Bible, the Quran, the Tora available.",03-007-24,7,24,23,speaker_start,NA,THE REGISTRAR,the registrar
03-007-25,The Bible.,03-007-26,7,26,25,speaker_start,NA,MR. STEVE KANELLAKOS,steve kanellakos
03-007-26,"Please take the Bible in your right hand. For the record, please state your full name and spell it out.",03-007-27,7,27,26,speaker_start,NA,THE REGISTRAR,the registrar
03-008-02,"Steve Kanellakos, K-A-N-E- L-L-A-K-O-S.",03-008-03,8,3,2,speaker_start,NA,MR. STEVE KANELLAKOS,steve kanellakos
03-008-04,"--- MR. STEVE KANELLAKOS, Sworn:",03-008-05,8,5,4,section_header,"MR. STEVE KANELLAKOS, Sworn",NA,NA
03-008-05,Thank you.,03-008-06,8,6,5,speaker_start,"MR. STEVE KANELLAKOS, Sworn",THE REGISTRAR,the registrar
03-008-06,Thank you.,03-008-07,8,7,6,speaker_start,"MR. STEVE KANELLAKOS, Sworn",MR. STEVE KANELLAKOS,steve kanellakos
03-008-07,Go ahead.,03-008-08,8,8,7,speaker_start,"MR. STEVE KANELLAKOS, Sworn",COMMISSIONER ROULEAU,commissioner rouleau
03-008-08,--- EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ:,03-008-09,8,9,8,section_header,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,NA,NA
03-008-09,"Good morning, Mr. Kanellakos.",03-008-10,8,10,9,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-008-11,Good morning.,03-008-12,8,12,11,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-008-12,Nice to see you again. Can you confirm your position with the City of Ottawa?,03-008-13,8,13,12,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-008-14,I'm the City Manager for the City of Ottawa.,03-008-15,8,15,14,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-008-16,"And as City Manager, I understand you're the most senior public servant in the administration; is that right?",03-008-17,8,17,16,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-008-19,That's correct.,03-008-20,8,20,19,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-008-20,And you've held this position since May of 2006?,03-008-21,8,21,20,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-008-22,"No, May of 2016.",03-008-23,8,23,22,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-008-23,"'16, sorry. My mistake. And you had an interview with Commission Counsel on August 17th of this year; correct?",03-008-24,8,24,23,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-008-26,That's correct.,03-008-27,8,27,26,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-008-27,And have you had a chance to review the summary of that interview?,03-008-28,8,28,27,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-009-01,I did.,03-009-03,9,3,1,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-009-02,Right. Do you have any corrections you would like to make to that summary?,03-009-04,9,4,2,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-009-04,I do not.,03-009-06,9,6,4,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-009-05,"So I would like to bring it up, so that we can have it entered into evidence. It's WTS1, ending in 1. Okay. So this is your witness summary?",03-009-07,9,7,5,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-009-08,That's correct.,03-009-10,9,10,8,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-009-09,Okay. Great. So we will have that entered into evidence. Thank you.,03-009-11,9,11,9,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-009-11,And you've also sworn an affidavit attaching the institutional reports for the City of Ottawa for this Commission; correct?,03-009-13,9,13,11,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-009-14,I did.,03-009-16,9,16,14,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-009-15,"Right. And the affidavit is AFF3, if we can pull that up? Okay. And if we can just zoom in a little bit? Okay. So that is your affidavit; correct?",03-009-17,9,17,15,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-009-18,That's correct.,03-009-20,9,20,18,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-009-19,And the institution reports that it attaches are OTT.IR.00000001. And if we can zoom in? You recognize that as the City of Ottawa's institution report?,03-009-21,9,21,19,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-009-23,I do.,03-009-25,9,25,23,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-009-24,"Okay. And if we can go to OTT.IR00000002. And this is the second institution report, which is a timeline of events submitted by the City of Ottawa; correct?",03-009-26,9,26,24,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-009-28,That's correct.,03-009-30,9,30,28,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-010-01,Right. And are you aware of any changes that should be made to either one of these documents?,03-010-03,10,3,1,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-010-04,I am not.,03-010-06,10,6,4,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-010-05,Okay. So we'll have those entered into evidence along with your affidavit.,03-010-07,10,7,5,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-010-07,"So just by way of background, according to your witness summary and the institution report, there are 10 departments within the City. Each department has a general manager, and each general manager then reports directly to you; is that right?",03-010-09,10,9,7,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-010-12,That's correct.,03-010-14,10,14,12,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-010-13,And one of those departments is the Emergency and Protective Services?,03-010-15,10,15,13,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-010-15,That's correct.,03-010-17,10,17,15,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-010-16,And Mr. Kim Ayotte is the General Manager for that department?,03-010-18,10,18,16,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-010-18,He is.,03-010-20,10,20,18,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-010-19,"And I understand that By- law and Regulatory Services falls within Emergency and Protective Services, and then that then subsequently reports to Mr. Kim Ayotte, and then up to you as City Manager; correct?",03-010-21,10,21,19,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-010-23,That's correct.,03-010-25,10,25,23,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-010-24,And you're also the Chair of the EOCCG when that group is activated; correct?,03-010-26,10,26,24,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-010-26,"Yeah, it's the EOCG.",03-010-28,10,28,26,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-010-27,The EOC ---,03-010-29,10,29,27,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-010-28,"Yeah, Emergency Operations Control Group.",03-010-30,10,30,28,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-011-02,And what is the Emergency Operations Centre Control Group?,03-011-04,11,4,2,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-011-04,"It's actually the same thing, but I think it's just wrong in the -- the acronym, it's two Cs, it's only one C.",03-011-06,11,6,4,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
03-011-07,It's only one C. Okay.,03-011-09,11,9,7,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MS. NATALIA RODRIGUEZ,natalia rodriguez
03-011-08,That's correct.,03-011-10,11,10,8,speaker_start,EXAMINATION-IN-CHIEF BY MS. NATALIA RODRIGUEZ,MR. STEVE KANELLAKOS,steve kanellakos
