interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
12-007-02,"--- Upon commencing on Friday, October 28, 2022 at 9:30 a.m.",12-007-03,7,3,2,proceedings_start,NA,NA,NA
12-007-03,Order. À l'ordre. The Public Order Emergency Commission is now in session. La Commission sur l'état d'urgence est maintenant ouverte.,12-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
12-007-06,Good morning. Bonjour.,12-007-07,7,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
12-007-07,Good morning.,12-007-08,7,8,7,speaker_start,NA,MR. FRANK AU,frank au
12-007-08,"Okay. I gather we have a new witness? Okay, I think we're ready to go ahead, then. Go ahead.",12-007-09,7,9,8,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
12-007-11,We are. The Commission calls the former Chief Peter Sloly.,12-007-12,7,12,11,speaker_start,NA,MR. FRANK AU,frank au
12-007-14,"Sir, will you swear on a religious document, or do you wish to affirm?",12-007-15,7,15,14,speaker_start,NA,THE REGISTRAR,the registrar
12-007-16,"Religious document, please.",12-007-17,7,17,16,speaker_start,NA,MR. PETER SLOLY,peter sloly
12-007-17,"We have the Bible, the Koran, or the Torah available.",12-007-18,7,18,17,speaker_start,NA,THE REGISTRAR,the registrar
12-007-19,"I'll take the Bible, please, thank you.",12-007-20,7,20,19,speaker_start,NA,MR. PETER SLOLY,peter sloly
12-007-21,"For the record, please state your full name and spell it out.",12-007-22,7,22,21,speaker_start,NA,THE REGISTRAR,the registrar
12-007-23,"Peter John Michael Sloly, S-L-O-L-Y.",12-007-24,7,24,23,speaker_start,NA,MR. PETER SLOLY,peter sloly
12-007-25,"--- MR. PETER SLOLY, Sworn:",12-007-26,7,26,25,section_header,"MR. PETER SLOLY, Sworn",NA,NA
12-007-26,"Good morning, Commissioner.",12-007-27,7,27,26,speaker_start,"MR. PETER SLOLY, Sworn",MR. FRANK AU,frank au
12-007-27,"Good morning, sir.",12-007-28,7,28,27,speaker_start,"MR. PETER SLOLY, Sworn",MR. PETER SLOLY,peter sloly
12-007-28,"Okay, go ahead.",12-007-29,7,29,28,speaker_start,"MR. PETER SLOLY, Sworn",COMMISSIONER ROULEAU,commissioner rouleau
12-008-01,--- EXAMINATION IN-CHIEF BY MR. FRANK AU:,12-008-03,8,3,1,section_header,EXAMINATION IN-CHIEF BY MR. FRANK AU,NA,NA
12-008-02,"It's Frank Au, Senior Counsel for the Commission.",12-008-04,8,4,2,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-008-04,"Good morning, Frank.",12-008-06,8,6,4,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-008-05,"Good morning, Mr. Sloly. You were the Chief of the Ottawa Police Service between 2019 until February 2022.",12-008-07,8,7,5,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-008-08,"That's correct, sir.",12-008-10,8,10,8,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-008-09,You served also at the Toronto Police Service for 28 years.,12-008-11,8,11,9,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-008-11,"That's correct. Well, just 27 and change, but thank you.",12-008-13,8,13,11,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-008-13,You rose through the ranks from being a Constable in 1988 to Deputy Chief in 2009.,12-008-15,8,15,13,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-008-15,That's correct.,12-008-17,8,17,15,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-008-16,You left the service in 2016?,12-008-18,8,18,16,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-008-17,"Yes, I did.",12-008-19,8,19,17,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-008-18,And then you spent some time in the private sector.,12-008-20,8,20,18,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-008-20,That's correct.,12-008-22,8,22,20,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-008-21,"Now, I understand that when you first joined the Toronto Police Service there were relatively few members who had a university degree who were new recruits.",12-008-23,8,23,21,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-008-24,"Yeah, that's correct.",12-008-26,8,26,24,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-008-25,But you had a BA in Sociology from McMaster University?,12-008-27,8,27,25,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-008-27,Correct.,12-008-29,8,29,27,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-008-28,"And later, you got an MBA from York University.",12-008-30,8,30,28,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-009-02,"Yes, I did.",12-009-04,9,4,2,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-009-03,"Now, you were trained in the Incident Command System?",12-009-05,9,5,3,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-009-05,"Yes, I was.",12-009-07,9,7,5,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-009-06,And tell us more about your training.,12-009-08,9,8,6,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-009-08,"I received Incident Command System training from 100 to 400 levels. I received additional training here in Ottawa, I consider it 500 level, essentially it's a District Operations Commander, which allows you to command a multi-site major incident over a protracted period of time. So I had designations up to, I don't know if it's the right terminology, but a 500 level, and I had practical experience at every one of those levels in terms of being part of Incident Command. So either being an Incident Commander, what is now known as an Event Commander, Major Event Commander or Major Incident Command through to a District Operations Commander, mostly in my time in the Toronto Police Service and also during my two tours of duty in United Nations Peacekeeping Mission.",12-009-10,9,10,8,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-009-22,"Now, you also had training and experience with the Public Order Units.",12-009-24,9,24,22,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-009-24,"Correct, sir.",12-009-26,9,26,24,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-009-25,Tell us about that.,12-009-27,9,27,25,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-009-26,"Again, I received Public Order Unit training, both through the Toronto Police Service. It’s a little bit fuzzy now because it’s going back to the early 2000’s, but there was also a provincial standard training course that took place out in a rural community that I can’t remember. And then there was national training sessions that we did from British Columbia across the country.",12-009-28,9,28,26,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-010-05,You also mentioned just earlier that you spent some time on a United Nations peacekeeping mission?,12-010-07,10,7,5,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
12-010-08,Yes.,12-010-10,10,10,8,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. PETER SLOLY,peter sloly
12-010-09,Tell us about that?,12-010-11,10,11,9,speaker_start,EXAMINATION IN-CHIEF BY MR. FRANK AU,MR. FRANK AU,frank au
