interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
26-007-02,"--- Upon commencing on Friday, November 18, 2022 at 9:30 a.m.",26-007-03,7,3,2,proceedings_start,NA,NA,NA
26-007-03,Order. À l’ordre. The Public Order Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte.,26-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
26-007-07,Good morning. Bonjour. Okay. Commission Counsel this morning...?,26-007-08,7,8,7,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
26-007-09,"Good morning, Commissioner. Shantona Chaudhury, Commission Counsel. I’d like to call Ms. Jacqueline Bogden and Mr. Jeffery Hutchinson to the stand. (SHORT PAUSE)",26-007-10,7,10,9,speaker_start,NA,MS. SHANTONA CHAUDHURY,shantona chaudhury
26-007-14,"For the record, please state your full name and spell it out.",26-007-15,7,15,14,speaker_start,NA,THE REGISTRAR,the registrar
26-007-16,"My name is Jacqueline Bogden, J-a-c-q-u-e-l-i-n-e; my last name is Bogden, B-o-g-d-e- n.",26-007-17,7,17,16,speaker_start,NA,DS JACQUELINE BOGDEN,jacqueline bogden
26-007-19,"--- DS JACQUELINE BOGDEN, Affirmed:",26-007-20,7,20,19,section_header,"DS JACQUELINE BOGDEN, Affirmed",NA,NA
26-007-20,"For the record, please state your full name and spell it out.",26-007-21,7,21,20,speaker_start,"DS JACQUELINE BOGDEN, Affirmed",THE REGISTRAR,the registrar
26-007-22,"Jeffery Hutchinson. Pardon me; I’ll get closer to the mic. I’m Jeffery Hutchinson; J-e-f-f-e-r-y; surname, H-u-t-c-h-i-n-s-o-n.",26-007-23,7,23,22,speaker_start,"DS JACQUELINE BOGDEN, Affirmed",MR. JEFFERY HUTCHINSON,jeffery hutchinson
26-007-25,"--- MR. JEFFERY HUTCHINSON, Sworn:",26-007-26,7,26,25,section_header,"MR. JEFFERY HUTCHINSON, Sworn",NA,NA
26-007-26,Thank you.,26-007-27,7,27,26,speaker_start,"MR. JEFFERY HUTCHINSON, Sworn",THE REGISTRAR,the registrar
26-007-27,--- EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY:,26-007-28,7,28,27,section_header,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,NA,NA
26-007-28,"Good morning, Ms. Bogden, Mr. Hutchinson. We’ll just start with a bit of housekeeping, which is introducing your witness summary. So you’ll recall sitting for an interview with Commission Counsel on August 30th, 2022?",26-007-29,7,29,28,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
26-008-06,Yes.,26-008-08,8,8,6,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,DS JACQUELINE BOGDEN,jacqueline bogden
26-008-07,"Okay. And following that interview, Commission Counsel prepared a summary of that interview. You’ve reviewed that summary?",26-008-09,8,9,7,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
26-008-10,Yes.,26-008-12,8,12,10,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,DS JACQUELINE BOGDEN,jacqueline bogden
26-008-11,"And you can confirm that it’s accurate, to the best of your knowledge and belief?",26-008-13,8,13,11,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
26-008-13,Yes.,26-008-15,8,15,13,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,DS JACQUELINE BOGDEN,jacqueline bogden
26-008-14,"So for the record, that’s WTS00000072. No need to call it up right now, Mr. Clerk. Ms. Bogden, I understand you are the Deputy Secretary of Emergency Preparedness; is that correct?",26-008-16,8,16,14,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
26-008-18,"Yes, that’s correct.",26-008-20,8,20,18,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,DS JACQUELINE BOGDEN,jacqueline bogden
26-008-19,"Okay. And Mr. Hutchinson, your title is?",26-008-21,8,21,19,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
26-008-21,"I’m a senior advisor at the Privy Council Office, and I currently have the duties of Assistant Secretary in Emergency Preparedness.",26-008-23,8,23,21,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MR. JEFFERY HUTCHINSON,jeffery hutchinson
