interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
14-008-02,"--- Upon commencing on Tuesday, November 1, 2022 at 9:30 a.m.",14-008-03,8,3,2,proceedings_start,NA,NA,NA
14-008-03,Order. À l'ordre. The Public Order Emergency Commission is now in session. La Commission sur l'état d'urgence est maintenant ouverte.,14-008-04,8,4,3,speaker_start,NA,THE REGISTRAR,the registrar
14-008-06,"Good morning. Bonjour. Just a couple of comments before we get started. This -- the rest of this week, the witnesses being called are in a little different situation in the sense that most, if not all, do not have a witness statement that's been filed, and in some cases, Commission Counsel may not even have interviewed them or interviewed them to any extent. So the estimates of time are, therefore, a little less certain than they normally are. So I just want to raise, if people -- some of the parties have put time in, if you like, as a stakeholder in case something came up, you might want to advise Commission Counsel at the end of the evidence that you're -- you -- there is no need. And those who see something come up that makes it such that they feel they need more time, can maybe be given more time. So I'm going to be a little more flexible than normal in the circumstances because we don't really know what's going to come out and to what degree it will affect one or other party more than what was expected. So I'm just setting that out. The times are challenging this week. They will be big weeks, big days, rather, so I will still be somewhat strict about timelines, but flexible if there is movement available, given that some people, I suspect, and I don't mean to suggest anything nefarious, but people may have taken positions on timing they won't need. So that's just as a preliminary, and that would apply, I think, for the witnesses for the balance of the week. So with that brief introduction, have we got a witness planned?",14-008-07,8,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
14-009-07,"Yeah, the next witness is Chris Barber.",14-009-08,9,8,7,speaker_start,NA,MR. JOHN MATHER,john mather
14-009-09,Okay. (APPLAUSE),14-009-10,9,10,9,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
14-009-11,"And if I could ask, and I realise there's a fair amount of interest by some parties, and maybe some emotional investment in some of the testimony, but I would ask that we keep it the way it normally is in a courtroom and in a -- an inquiry so that we can keep it going also. We don't have much time. So with that, go ahead.",14-009-12,9,12,11,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
14-009-18,"Mr. Barber -- sorry, Your Honour. Mr. Barber, will you swear on a religious document, or do you wish to affirm?",14-009-19,9,19,18,speaker_start,NA,THE REGISTRAR,the registrar
14-009-21,"Swear on the Bible, please.",14-009-22,9,22,21,speaker_start,NA,MR. CHRISTOPHER BARBER,christopher barber
14-009-23,"For the record, please state your full name and spell it out.",14-009-24,9,24,23,speaker_start,NA,THE REGISTRAR,the registrar
14-009-25,"Christopher John Barber, B-A-R-B-E-R.",14-009-26,9,26,25,speaker_start,NA,MR. CHRISTOPHER BARBER,christopher barber
