interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
07-007-02,"--- Upon commencing on Friday, October 21, 2022 at 9:30 a.m.",07-007-03,7,3,2,proceedings_start,NA,NA,NA
07-007-03,Order. À l’ordre. The Public Order Emergency Commission is now in session. La Commission sur l’état d’urgence est maintenant ouverte.,07-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
07-007-06,"Good morning, bonjour. So we have Supt. Abrams. If you could come forward, please? (SHORT PAUSE)",07-007-07,7,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
07-007-10,"--- SUPT. CRAIG ABRAMS, Resumed:",07-007-11,7,11,10,section_header,"SUPT. CRAIG ABRAMS, Resumed",NA,NA
07-007-11,Are you ready to proceed?,07-007-12,7,12,11,speaker_start,"SUPT. CRAIG ABRAMS, Resumed",COMMISSIONER ROULEAU,commissioner rouleau
07-007-12,"Yes, Commissioner. Thank you.",07-007-13,7,13,12,speaker_start,"SUPT. CRAIG ABRAMS, Resumed",SUPT. CRAIG ABRAMS,supt. craig abrams
07-007-14,"Okay. So the first up, I believe, is the Ottawa Police Service. (SHORT PAUSE)",07-007-15,7,15,14,speaker_start,"SUPT. CRAIG ABRAMS, Resumed",COMMISSIONER ROULEAU,commissioner rouleau
07-007-17,--- CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY:,07-007-18,7,18,17,section_header,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,NA,NA
07-007-18,"Good morning, Superintendent. My name is David Migicovsky; I’m a lawyer here for the Ottawa Police Service. How are you?",07-007-19,7,19,18,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
07-007-21,"Good, sir. Thank you.",07-007-22,7,22,21,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,SUPT. CRAIG ABRAMS,supt. craig abrams
07-007-22,"One of the things you mentioned yesterday, and I believe it’s also in your notes as well, is that police actions in Ottawa, you indicated, can have a provincial and a national impact, so there’s a need for the police to be measured and careful in their approach to dealing with the protesters; is that fair?",07-007-23,7,23,22,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
07-007-28,Sure.,07-007-29,7,29,28,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,SUPT. CRAIG ABRAMS,supt. craig abrams
07-008-01,"And how the police treat the protesters, I take it, from the time they arrive in Ottawa to the time they leave, will, therefore, be expected to have an impact, both in Ottawa and nationally?",07-008-03,8,3,1,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
07-008-05,"That’s what I believe, yes.",07-008-07,8,7,5,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,SUPT. CRAIG ABRAMS,supt. craig abrams
07-008-06,"And I believe you said that once the convoy was en route to Ottawa, and some people had come from, you know, the West Coast, far away, there was no way that you could just cause them to turn around and go home without making their statement in Ottawa somehow; correct?",07-008-08,8,8,6,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
07-008-11,"I don’t recall stating that, but I think that I stated that they’re committed in their goal of attending Ottawa fairly because they left their homes, thousands of kilometres away and their intent was to attend Ottawa.",07-008-13,8,13,11,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,SUPT. CRAIG ABRAMS,supt. craig abrams
07-008-16,"And the practice of the police prior to the Freedom Convoy and previous protests was to let groups come to town and protest even if it would cause significant traffic disruption and inconvenience to residents, as long as it was peaceful and not engaging in criminality; is that fair?",07-008-18,8,18,16,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
07-008-22,"Obviously not being a member of the Ottawa Police Service, they dealt with the majority of those protests. In my role with the Provincial Police, I can’t say that I’ve had to deal with that type of event, but in general terms, I would agree when people exercise their Charter rights, there’s certainly going to be some disruption to members of the public while that’s being done. But, generally, in most circumstances, that disruption is short-lived, in my experience.",07-008-24,8,24,22,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,SUPT. CRAIG ABRAMS,supt. craig abrams
07-009-02,"Right. But if somebody says, “I’m coming to protest for one day,” or, “I’m coming to protest for three days,” but it’s going to be peaceful and there’s no criminality, you’ll let them protest; fair enough?",07-009-04,9,4,2,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
07-009-06,"There certainly would be lots of planning, that’s what we talk about; pre-event planning, trying to speak to the organizers, come up to agreements to make sure everybody’s on the same page. I’ve not been involved in agreements where we’ve allowed protests that lasted multiple days. That’s just been my experience. I haven’t been involved in that so I can’t really speculate or experience, whether I would approve something like that.",07-009-08,9,8,6,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,SUPT. CRAIG ABRAMS,supt. craig abrams
07-009-14,The OPP has dealt with long-term protests.,07-009-16,9,16,14,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
07-009-16,"As an organization we have, yes.",07-009-18,9,18,16,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,SUPT. CRAIG ABRAMS,supt. craig abrams
07-009-18,Sorry?,07-009-20,9,20,18,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
07-009-19,As an organization we have.,07-009-21,9,21,19,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,SUPT. CRAIG ABRAMS,supt. craig abrams
