interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
13-007-02,"--- Upon commencing on Monday, October 31, 2022 at 9:30 a.m.",13-007-04,7,4,2,proceedings_start,NA,NA,NA
13-007-03,Order. À l'ordre. The Public Order Emergency Commission is now in session. La Commission sur l'état d'urgence est maintenant ouverte.,13-007-05,7,5,3,speaker_start,NA,THE REGISTRAR,the registrar
13-007-06,Good morning. Bonjour. Another exciting week. So I think we're continuing with former Chief Sloly if he's up to it.,13-007-08,7,8,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
13-007-09,"--- MR. PETER SLOLY, Resumed:",13-007-11,7,11,9,section_header,"MR. PETER SLOLY, Resumed",NA,NA
13-007-10,"Okay, the first up, I believe is the Ottawa Police Service.",13-007-12,7,12,10,speaker_start,"MR. PETER SLOLY, Resumed",COMMISSIONER ROULEAU,commissioner rouleau
13-007-12,--- CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY:,13-007-14,7,14,12,section_header,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,NA,NA
13-007-13,"Good morning, Commissioner. Good morning, Mr. Sloly. As you know, my name is David Migicovsky, and I appear for the Ottawa Police Service. How are you?",13-007-15,7,15,13,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
13-007-17,"Good morning, sir. Thank you very much.",13-007-19,7,19,17,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. PETER SLOLY,peter sloly
13-007-19,"I wonder, Mr. Clerk, if we could call up OPS14454, page 176. I want to start by asking you some questions about the Hendon reports. So I'll just wait for the... And it's page 176. Thank you. Just to situate you for where we are in time, it's February 12th. And then if we could just turn to the next page. Thank you. And so you'll see, Mr. Sloly, that on February 12th, you've just gotten off of a call of the Big 12 Services. Do you recall that?",13-007-21,7,21,19,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
13-008-03,"And on page 177, you'll see... If you'll just stay at the top, please. ...you raised a concern with the OPP that OPS was being compared to Toronto, and the suggestion that OPS wasn't prepared, and you wanted to address that situation. And Commissioner Carrique asked that you go offline to have that discussion in a professional manner. Do you recall that?",13-008-05,8,5,3,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
13-008-11,"Yes, sir.",13-008-13,8,13,11,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. PETER SLOLY,peter sloly
13-008-12,"And so you raised concerns about the Toronto situation, and you also want to discuss the assertion that OPS was not prepared. And I want to read a passage just below, Mr. Sloly, and ask you to confirm whether that's accurate. And so if you can just scroll up a bit, please. Thank you. ""Chief - can't continue to compare Ottawa to Toronto. Also, we had a blind spot. Ottawa was not soft [or something] sold on civil disobedience."" I'm not sure what that word is. Commissioner Carrique says: ""Don't disagree with you."" And then says: ""Never any suggestion that the Toronto situation is like Ottawa, this situation was not caused by OPP."" If we could keep scrolling, please? The second bullet, you indicate to Commissioner Carrique, ""It sounds like Ottawa got caught off guard. We need a collective understanding of what we did good and bad. Want the message to be we didn't have the intel and couldn't prepare and have a message going forward."" And then underneath that, Superintendent Morris says, ""Hendon report not perfect. This type of activity is novel. April 2020 - saw messaging re vaccination talk against..."" We could continue, please, to the next page. Again, ""Jan[uary] 20/22 - first heard on the specific event..."" So this is Superintendent Morris speaking, ""Discussed it on Jan[uary] 21/22 and sent out via Hendon. - worked closely with OPS. We underestimated and as we learned more we tried to collect the info[rmation] and work closely with OPS. - Don't know how Ottawa could have been prevented. Toronto was completely different and we learned from Ottawa. - The strategic intelligence would not have provided a key to prevention. Chief..."" And this is you, ""...[asks] Pat, Tom, Chuck that's what needs to be told more broadly and to the politicians - that intelligence update needs to be...""",13-008-14,8,14,12,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. DAVID MIGICOVSKY,david migicovsky
13-010-12,Done. Needs to be done.,13-010-14,10,14,12,speaker_start,CROSS-EXAMINATION BY MR. DAVID MIGICOVSKY,MR. PETER SLOLY,peter sloly
