interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
31-008-02,"--- Upon commencing on Friday, November 25, 2022 at 9:32 a.m.",31-008-03,8,3,2,proceedings_start,NA,NA,NA
31-008-03,Order. À l'ordre. Order. À l'ordre. The Public Order Emergency Commission is now in session. La Commission sur l'état d'urgence est maintenant ouverte.,31-008-04,8,4,3,speaker_start,NA,THE REGISTRAR,the registrar
31-008-07,"Okay. Good morning. Bonjour. So we're at the last day of the public hearings on the facts. There will be, of course, the public hearings on policy matters. Alors, c’est la dernière journée pour recevoir les faits pertinents et évidemment il y aura la période de politiques la semaine prochaine. So I think we're ready for the next witness. Commission Counsel?",31-008-08,8,8,7,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
31-008-17,Shantona Chaudhury for the Commission. Our next and final witness is Prime Minister Justin Trudeau.,31-008-18,8,18,17,speaker_start,NA,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-008-20,Well... Maybe we'll take a few minutes. I'm not sure where -- what process is. A bit anti-climatic. (LAUGHTER),31-008-21,8,21,20,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
31-008-24,Shall we take five minutes.,31-008-25,8,25,24,speaker_start,NA,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-008-26,"I think we'll take five minutes then and see, and you can come and get me when it is. Thank you.",31-008-27,8,27,26,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
31-009-01,The Commission is in recess ---,31-009-02,9,2,1,speaker_start,NA,THE REGISTRAR,the registrar
31-009-02,"Oh. No, hold ---",31-009-03,9,3,2,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
31-009-03,--- for 5 minutes. La Commission est levée pour 5 minutes. (LAUGHTER),31-009-04,9,4,3,speaker_start,NA,THE REGISTRAR,the registrar
31-009-06,"Go ahead. It's -- just a bit of a false start. Nothing to do with your appearance. You’re welcome to come in, obviously; we’re happy to get started.",31-009-07,9,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
31-009-10,Can the witness be sworn or affirmed?,31-009-11,9,11,10,speaker_start,NA,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-009-12,"Mr. Prime Minister, will you swear on a religious document, or do you wish to affirm?",31-009-13,9,13,12,speaker_start,NA,THE REGISTRAR,the registrar
31-009-14,"J’aimerais le faire sur la bible, s'il vous plait.",31-009-15,9,15,14,speaker_start,NA,PREMIER MINISTRE JUSTIN TRUDEAU,prime minister justin trudeau
31-009-16,"Pour les fins de procès-verbal, s'il vous plait, veuillez indiquer, et ensuite épeler votre nom en entier.",31-009-17,9,17,16,speaker_start,NA,LA GREFFIÈRE,the clerk
31-009-19,"J’affirme et… Justin Trudeau, J.U.S.T.I.N T.R.U.D.E.A.U.",31-009-20,9,20,19,speaker_start,NA,PREMIER MINISTRE JUSTIN TRUDEAU,prime minister justin trudeau
31-009-21,"Jurez-vous que le témoignage que vous allez rendre devant la Commission sera la vérité, toute la vérité, et rien que la vérité? Que Dieu vous vienne en aide.",31-009-22,9,22,21,speaker_start,NA,LA GREFFIÈRE,the clerk
31-009-24,Je l’affirme.,31-009-25,9,25,24,speaker_start,NA,PREMIER MINISTRE JUSTIN TRUDEAU,prime minister justin trudeau
31-009-25,"--- PRIME MINISTER JUSTIN TRUDEAU, Affirmed:",31-009-26,9,26,25,section_header,"PRIME MINISTER JUSTIN TRUDEAU, Affirmed",NA,NA
31-009-26,Merci!,31-009-27,9,27,26,speaker_start,"PRIME MINISTER JUSTIN TRUDEAU, Affirmed",LA GREFFIÈRE,the clerk
31-009-27,Merci.,31-009-28,9,28,27,speaker_start,"PRIME MINISTER JUSTIN TRUDEAU, Affirmed",PREMIER MINISTRE JUSTIN TRUDEAU,prime minister justin trudeau
31-009-28,"Just before we get started, there -- as I understand it, as you heard, there will probably be some testimony in English and some in French, so please, if you need translation equipment, you should have it at hand. Okay.",31-009-29,9,29,28,speaker_start,"PRIME MINISTER JUSTIN TRUDEAU, Affirmed",COMMISSIONER ROULEAU,commissioner rouleau
31-010-06,--- EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY:,31-010-08,10,8,6,section_header,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,NA,NA
31-010-07,"Good morning, Prime Minister.",31-010-09,10,9,7,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-010-09,Morning.,31-010-11,10,11,9,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PRIME MINISTER JUSTIN TRUDEAU,prime minister justin trudeau
31-010-10,Thank you for being here. So we’ll start with the routine housekeeping. You recall being interviewed by Commission Counsel on September 9th of this year?,31-010-12,10,12,10,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-010-15,Yes.,31-010-17,10,17,15,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PRIME MINISTER JUSTIN TRUDEAU,prime minister justin trudeau
31-010-16,"Okay. And after that interview, Commission Counsel prepared a summary of your interview.",31-010-18,10,18,16,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-010-19,Yes.,31-010-21,10,21,19,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PRIME MINISTER JUSTIN TRUDEAU,prime minister justin trudeau
31-010-20,"For the record, we don’t need to call it up, Mr. Clerk, but it’s WTS.0000084. Prime Minister, you reviewed that summary, and you can confirm that it’s accurate, to the best of your knowledge?",31-010-22,10,22,20,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-010-25,Yes.,31-010-27,10,27,25,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PRIME MINISTER JUSTIN TRUDEAU,prime minister justin trudeau
31-010-26,"Okay. And I’ll add there that, of course, it’s a summary; it’s not an exact transcript of your words, but it’s a prepared summary, and we’re all aware of that. So Prime Minister, as you know, you are the final witness to testify before the Commission, so at this point the Commission has heard a lot of evidence about the events of January and February leading up to your government’s decision to declare a Public Order Emergency on February 14th. But what we haven’t heard yet is your perspective, so your own perspective, your viewpoint, both as the Prime Minister leading the country through these events, and the decision-maker in the government’s ultimate decision to invoke the Emergencies Act for the first time in that Act’s history. So we have two hours together this morning, and I anticipate that the examination is going to proceed in two parts. The first part will consist of fairly specific questions taking you through the chronology of events, often with reference to documents that have been adduced before the Commission, and read-outs of your own calls. And the second part will consist of some bigger-picture questions. So addressing some of the key themes that have arisen out of these events, and the government’s response to it. So let’s start with the chronology of events. And I’ll warn you, we’re going to fly through this pretty quickly. Two hours is not a lot of time to fly through everything that happened between these days, but if ever you feel like you need to add in some narrative or explanations, please feel free to do so. So we’ll start with just the prearrival days, so before the convoy arrived in Ottawa. We know that you learned the convoy was on its way a few days before, maybe around January 24th; you were briefed on it by both officials from PCO and your own staff from PMO. Can you recall what your expectation was at that point? So you’ve been briefed; the convoy is on its way. What did you anticipate was going to happen?",31-010-28,10,28,26,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-012-07,"On avait vu euh… pendant les mois qui ont précédés, un niveau de frustration et de dissatisfaction avec les politiques gouvernementales par rapport au mandat, par rapport à la vaccination. Et on avait entendu de la rhétorique assez corsée de la part de plusieurs personnes à travers le pays. C’était un reflet aussi de ce qu’on avait vu pendant la campagne électorale, qui s’était passée six mois avant; alors, de voir que cette… ces groupes allaient venir manifester à Ottawa, on s’attendait un petit peu au genre de rhétorique et à l’intensité qu’on avait vue. Mais on… on a régulièrement des manifestations à travers le pays, on est vigilants, on est attentifs. Mais on se prépare, dans la mesure du possible.",31-012-09,12,9,7,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PREMIER MINISTRE JUSTIN TRUDEAU,prime minister justin trudeau
31-012-20,Vous avez parlé du… de la campagne électorale. Vous voudrez dire un peu plus sur ce sujet?,31-012-22,12,22,20,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,Me SHANTONA CHSUDHURY,shantona chaudhury
31-012-22,"Oui. La campagne électorale avait été un moment où on a pu consulter les Canadiens directement sur les mesures qu’on voulait amener pour protéger la santé publique. C'est-à-dire, spécifiquement des exigences de vaccination pour quiconque voulait embarquer dans un train ou dans un avion. Ou bien, travailler pour la fonction publique fédérale. Et c’était des gros enjeux, une grosse décision de limiter l’accès aux transport fédéral, comm ça. Donc, pour moi, c’était important que les Canadiens puissent se prononcer sur cet enjeu-là. C'est sûr qu’on le faisait ancrer dans les recommandations de santé publique, dans le désir de garder des gens en santé, en sécurité. Mais je pense que c’était tout à fait approprié qu’on ait des débats robustes à travers le pays sur ces enjeux- là. Et c’est exactement ce qu’on a eu pendant les élections. Il y avait plusieurs partis qui étaient en faveur de ce que nous on proposait. Il y en avait d’autres qui étaient farouchement opposés. Et les Canadiens, pendant cette campagne électorale, ont pu se prononcer. Mais ce qu’on a aussi vu, et ce que moi et mon équipe et mes candidats on vu en particulier, c’est un niveau de manifestations, de frustrations et de… d’agressions au moins d’intensité d’émotions, par rapport à cette campagne-là, par rapport à ce que nous proposions, ce qui était pire que… et plus intense que tout ce qu’on avait vécu dans d’autres campagnes électorales ou dans d’autres événements politiques. Donc, on voyait que, il y avait une intensité potentielle qui était là pendant la campagne électorale, qu’on a vue à quelques reprises dans les mois qui ont suivi, et qu’on soupçonnait, s’en venait peut-être à Ottawa, pour ce convoi.",31-012-24,12,24,22,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PREMIER MINISTRE JUSTIN TRUDEAU,prime minister justin trudeau
31-013-25,"Okay. So just to sum that up -- I’ll switch back to English; I think we’ll probably be switching back and forth a few times -- you saw the protest coming and you’ve been briefed on it. And as you said, Ottawa is used to dealing with big protests, but there was maybe a hint that something could be a little bit different here. So there was a hint of worry there. And then, of course, we know that the convoy arrived on -- started arriving on the 28th and then went into full swing on the 29th. What was that first weekend like when the convoy arrived, from your point of view?",31-013-27,13,27,25,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-014-08,"Well, first of all, one of the things that we noted in the runup to the arrival was a bit of a -- a bit of a disconnect between what the sort of political arms of my office were seeing and expecting, from what we’d seen on social media, coloured by our experiences from the campaign that was only a few months before, contrasted with the assurances by -- whether it was Ottawa Police Services or even the Public Service, that this was just a “normal” style of protest that we see on the Hill fairly regularly. And there was already a little bit of worry that this might be a different brand of event than Canadians were used to seeing. And we certainly saw during the first weekend that the expectations that the police had said; that they would simply go home, the ability to keep it under control, was not exactly there.",31-014-10,14,10,8,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PRIME MINISTER JUSTIN TRUDEAU,prime minister justin trudeau
31-014-22,"Okay. And I think starting on that Sunday you made a few calls to various MPs in your Ottawa Caucus sort of checking in and seeing how people were doing because there was a level of concern there. So on that note, I’ll ask Mr. Clerk to please pull up SSM.CAN.NSC00002813. While that’s being pulled up, it’s a readout of a call that you had on Sunday, January 30th with Yasir Naqvi. Just for the benefit of everyone in the room, can you tell us who Yasir Naqvi is?",31-014-24,14,24,22,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-015-04,Yasir is the Member of Parliament for Ottawa Centre.,31-015-06,15,6,4,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PRIME MINISTER JUSTIN TRUDEAU,prime minister justin trudeau
31-015-06,"Okay, perfect. So if we can just scroll down to the text here, Mr. -- there we go. “Hey Yasir How are you PM? How are you doing, more importantly how are folks in the community?” And Mr. Naqvi says: “Very dire, community really feels under siege, you can imagine # of trucks, rigs, honking. For them it’s a party, but they forget it’s also a neighbourhood, especially low income families. I’ve been getting alot of feedback. Also been in touch with Marco [that’s Mr. Mendicino], Bill [I assume Minister Blair] and local officials, and finding a way to make sure those folks are not part of residential streets. Tonight will be very challenging.” And you say: “I feel so gutted for so many people who are just in such a difficult situation. It’s not just disruption, but a lot of hateful rhetoric going on. Are you seeing some of that?” And Mr. Naqvi says: “It’s unbelievable, the images that we see are hard to believe. Saw a life size poster on a truck of Hitler and your name underneath. This is the kind of grossness our country is subject to. I have constituents being yelled at for wearing masks while out doing normal chores. There are all kinds of other issues people are facing in the neighbourhood and they don’t know if they can sleep tonight.” And you then reply: “There doesn’t seem like there is much clarity on how long this will last.” And then you referred to an incident at the Shepherd of Good Hope. And then finally, your last comment here is: “I’m so sorry, my friend, this is just horrible.” The RCMP is concerned, everyone’s just on eggshells. “Having this going on in our nation’s capital is just totally irresponsible.” So to some extent, that’s self-explanatory, but I’m wondering if you can help us a little bit in explaining the context of that call and what Mr. Naqvi was referring to and what you’d observed yourself.",31-015-08,15,8,6,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-017-04,"Well, I dare say that citizens of Ottawa are used to political activity and protests on the Hill on a range of things. But this was present and in their daily lives and disrupting their weekend in a way that wasn’t a usual political protest, from the intimidation and harassment of people for wearing masks to a very concerning story about folks disrupting the nearby homeless shelter and soup kitchen. There are -- there were indications that there was a level of disregard for others that, unfortunately, we had seen examples of during the election campaign and it emphasized for me that this was the same kind of thing that we had seen, the intensity, the anger, the hateful rhetoric.",31-017-06,17,6,4,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PRIME MINISTER JUSTIN TRUDEAU,prime minister justin trudeau
31-017-17,"Okay. Moving on, then, Mr. Clerk, to the next document, SSM.CAN.NSC00002812. So Prime Minister, this is moving on the next day, so the Monday, the 31st. I think at some point there was some hope or expectation that the convoy might disperse by Monday, but it didn’t. And at that point, you have a call with Mayor Jim Watson of Ottawa. We’ll just look at a couple of things here. The initial reference is to a press conference you’ve done and he tells you, you hit it out of the park, hit all the right notes. And then says, “These people had their time and need to move on.” So he’s very -- and he’s been trying to get this across to the Chief of Police. That would be Chief Sloly. So Mayor Watson was obviously very focused on putting an end to the protest if he can. Scrolling down, then, last bit, JW, that’s Mayor Watson: “chief of police said it’s so volatile, but kept under control so far. Trucks are starting to leave, but some diehards chained themselves to this. Unfortunate for people living in residential neighbourhood. They just doing themselves a disservice. Chief of police spoke to Chief Lucki, and we need a few more sources.” I think that probably means for resources. And you say, “That’s for sure.” And then it goes on, you -- sorry, he says: “we have to do this with a sense of balance, these guys are just looking for a fight.” And your comment back on that -- just go down a bit, Mr. Clerk, is: “the remainders will have no choice but to incite as a counterbalance, so we all have to be careful.” Can you explain those last few comments about the balance and counterbalance you were referring to there?",31-017-19,17,19,17,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-018-28,"Yeah. Can you scroll back up to the -- okay. No, keep both Jim’s line and mine on the screen. There we are. Yeah. These calls were very much about me understanding what’s happening from a local sense and, you know, there was expression in this that there were some people who were more intense in the protests than others. Some were just along to be part of something that they agreed with. Others were really shaping it and grinding it. And I think -- I believe -- I’m not entirely sure what I was saying there. I’m not sure the transcript is exactly right, either, but it’s enough. This sense that we didn’t want to further provoke, but we need to be firm in standing up for people, we need to encourage people to leave, but if they see their -- that the numbers are starting to dwindle, the ones who remain will be more intense. So there’s a sense already that as we -- as we manage this, we have to be careful. We want to make sure that we support and protect people living in the city, that we’re allowing for life to get to normal despite this protest without inciting -- inciting any reactions that amplify the thing further.",31-018-30,18,30,28,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PRIME MINISTER JUSTIN TRUDEAU,prime minister justin trudeau
31-019-22,"Okay. That’s helpful. Thank you. The next one, Mr. Clerk, is SSM.CAN.NSC0002814. So now we’re at Wednesday, February 2nd, and this is a called that you have with Anita Vandenbeld. So again, can you tell us, Prime Minister, who Anita Vandenbeld is?",31-019-24,19,24,22,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-020-01,"Anita is Member for Parliament for Ottawa Nepean East, or -- I believe that’s it. Anyway, she’s just to the west of downtown. She’s a long-time MP and a very strong community Member of Parliament. And she was -- she was expressing here just how the tone of and the tenor of this -- what was going on in the neighbourhoods and around people was worse and more hateful and different from anything she had seen before in a number of years as an MP, but a long-time involved in political engagement.",31-020-03,20,3,1,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PRIME MINISTER JUSTIN TRUDEAU,prime minister justin trudeau
31-020-11,So you remember this call?,31-020-13,20,13,11,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
31-020-13,"Yes, I do, very much.",31-020-15,20,15,13,speaker_start,EXAMINATION IN-CHIEF BY MS. SHANTONA CHAUDHURY,PRIME MINISTER JUSTIN TRUDEAU,prime minister justin trudeau
