interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
20-007-02,"--- Upon commencing on Wednesday, November 9, 2022 at 9:30 a.m.",20-007-03,7,3,2,proceedings_start,NA,NA,NA
20-007-03,Order. À l'ordre. The Public Order Emergency Commission is now in session. La Commission sur l'état d'urgence est maintenant ouverte.,20-007-04,7,4,3,speaker_start,NA,THE REGISTRAR,the registrar
20-007-06,"Good morning. Bonjour. Okay, so we have a new witness I expect this morning. Who is on for the Commission?",20-007-07,7,7,6,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
20-007-09,"Good morning, Commissioner. Jean-Simon Schoenholz, Commission Counsel. Our witness this morning will be Mr. Jim Willett.",20-007-10,7,10,9,speaker_start,NA,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-007-12,"Good morning, Mayor.",20-007-13,7,13,12,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
20-007-13,"Mr. Mayor Willett, will you swear on a religious document or do you wish to affirm.",20-007-14,7,14,13,speaker_start,NA,THE REGISTRAR,the registrar
20-007-15,I'll swear on the Bible.,20-007-16,7,16,15,speaker_start,NA,MAYOR JIMMY WILLET,mayor jimmy willett
20-007-16,Please state your full name and spell it out.,20-007-17,7,17,16,speaker_start,NA,THE REGISTRAR,the registrar
20-007-18,"My full name is Jimmy Willett, J-I-M-M-Y W-I-L-L-E-T-T.",20-007-19,7,19,18,speaker_start,NA,MAYOR JIMMY WILLETT,mayor jimmy willett
20-007-20,"--- MAYOR JIMMY WILLETT, Sworn:",20-007-21,7,21,20,section_header,"MAYOR JIMMY WILLETT, Sworn",NA,NA
20-007-21,Go ahead.,20-007-22,7,22,21,speaker_start,"MAYOR JIMMY WILLETT, Sworn",COMMISSIONER ROULEAU,commissioner rouleau
20-007-22,--- EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ:,20-007-23,7,23,22,section_header,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,NA,NA
20-007-23,"Good morning, Mayor Willett.",20-007-24,7,24,23,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-007-25,Good morning.,20-007-26,7,26,25,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-007-26,"So I understand that you're the Mayor of Coutts, Alberta.",20-007-27,7,27,26,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-007-28,That's correct.,20-007-29,7,29,28,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-008-01,And you have been a resident of Coutts since 2013?,20-008-03,8,3,1,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-008-03,That is correct.,20-008-05,8,5,3,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-008-04,And a councillor for the past five years?,20-008-06,8,6,4,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-008-06,Yes.,20-008-08,8,8,6,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-008-07,And Mayor for four years now?,20-008-09,8,9,7,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-008-09,Yes.,20-008-11,8,11,9,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-008-10,Okay. And you had an interview with me and my colleagues on September 6th of this year? Do you remember that?,20-008-12,8,12,10,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-008-13,"Yes, I do.",20-008-15,8,15,13,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-008-14,And you remember seeing a summary of your interview?,20-008-16,8,16,14,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-008-16,I do.,20-008-18,8,18,16,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-008-17,So if we could just pull up WTS00000012. So this is going to be a summary of that interview. You had an opportunity to review this summary; correct?,20-008-19,8,19,17,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-008-22,"I did, yes.",20-008-24,8,24,22,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-008-23,Okay. And I understand that you have a clarification to your summary this morning?,20-008-25,8,25,23,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-008-26,"I do. When we talk about the police presence in the village, I mentioned the fact that there were around six police cars that I saw the first day, and then the next mention I made of police was when the group moved in on the 1st or 2nd of February. Actually, there was a police presence growing all the time in the village. It didn't go from 6 to 50 in one day, three days into the protests.",20-008-28,8,28,26,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-009-05,"Yes. So I'll bring you to that passage just so that we can confirm. So the second page, and it's the fourth paragraph down. So this is where you say, the paragraph starting on January 29th, at second to last sentence: ""He observed approximately six RCMP vehicles at the border that day."" Then you say: ""On February 1...an additional 42 RCMP vehicles arrived at the border..."" And what you're saying is that between those dates there was a gradual build up?",20-009-07,9,7,5,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-009-18,"There was a build up, yes.",20-009-20,9,20,18,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-009-19,"Perfect. Thank you. So we're going to put that summary into evidence. Now, I understand, Mr. Mayor, that you live about four blocks from the border and three blocks from where the protest was occurring. Is that about right?",20-009-21,9,21,19,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
20-009-24,"Yeah, that's correct.",20-009-26,9,26,24,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MAYOR JIMMY WILLETT,mayor jimmy willett
20-009-25,"And while these events were happening, would it be fair to say that you attended the location or went to look what was going on on a fairly regular basis?",20-009-27,9,27,25,speaker_start,EXAMINATION IN-CHIEF BY MR. JEAN-SIMON SCHOENHOLZ,MR. JEAN-SIMON SCHOENHOLZ,jean-simon schoenholz
