interjection_id,text_clean_combined,line_id,page,line,transcript_line_number,line_type,section_header,speaker,speaker_standardized
30-008-02,"--- Upon commencing on Thursday, November 24, 2022 at 9:35 a.m.",30-008-03,8,3,2,proceedings_start,NA,NA,NA
30-008-03,Order. À l'ordre. The Public Order Emergency Commission is now in session. La commission sur l’état d’urgence est maintenant ouverte.,30-008-04,8,4,3,speaker_start,NA,THE REGISTRAR,the registrar
30-008-07,"Bonjour. Good morning. Je m'excuse pour delay mais merci votre patience. Apologize for the short delay, but I think we're ready to go.",30-008-08,8,8,7,speaker_start,NA,COMMISSIONER ROULEAU,commissioner rouleau
30-008-10,"Thank you, Mr. Commissioner. Shantona Chaudhury for the Commission. Our witness this morning is Deputy Prime Minister and Minister of Finance, Chrystia Freeland. Good morning, Minister Freeland.",30-008-11,8,11,10,speaker_start,NA,MS. SHANTONA CHAUDHURY,shantona chaudhury
30-008-14,"Good morning, Ms. Chaudhury.",30-008-15,8,15,14,speaker_start,NA,DEPUTY PM CHRYSTIA FREELAND,deputy pm chrystia freeland
30-008-16,So will the witness be sworn or affirmed.,30-008-17,8,17,16,speaker_start,NA,MS. SHANTONA CHAUDHURY,shantona chaudhury
30-008-18,"Madam Deputy Prime Minister, will you swear on a religious document, or do you wish to affirm?",30-008-19,8,19,18,speaker_start,NA,THE REGISTRAR,the registrar
30-008-20,On a religious document.,30-008-21,8,21,20,speaker_start,NA,DEPUTY PM CHRYSTIA FREELAND,deputy pm chrystia freeland
30-008-22,"We have the Bible, the Quran or the Torah available.",30-008-23,8,23,22,speaker_start,NA,THE REGISTRAR,the registrar
30-008-24,I have my Bible.,30-008-25,8,25,24,speaker_start,NA,DEPUTY PM CHRYSTIA FREELAND,deputy pm chrystia freeland
30-008-25,"For the record, please state your full name and spell it out.",30-008-26,8,26,25,speaker_start,NA,THE REGISTRAR,the registrar
30-008-27,"My name is Chrystia Freeland, C-H-R-Y-S-T-I-A, Freeland, F-R-E-E-L-A-N-D.",30-008-28,8,28,27,speaker_start,NA,DEPUTY PM CHRYSTIA FREELAND,deputy pm chrystia freeland
30-009-01,"--- DEPUTY PM CHRYSTIA FREELAND, Sworn:",30-009-03,9,3,1,section_header,"DEPUTY PM CHRYSTIA FREELAND, Sworn",NA,NA
30-009-02,Thank you.,30-009-04,9,4,2,speaker_start,"DEPUTY PM CHRYSTIA FREELAND, Sworn",THE REGISTRAR,the registrar
30-009-03,--- EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY:,30-009-05,9,5,3,section_header,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,NA,NA
30-009-04,"Good morning again, Minister Freeland. So we'll just start with a little bit of the usual housekeeping, which is you recall sitting for an interview with Commission Counsel on September 5th?",30-009-06,9,6,4,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
30-009-08,I do.,30-009-10,9,10,8,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,DEPUTY PM CHRYSTIA FREELAND,deputy pm chrystia freeland
30-009-09,"And you'll recall that after that interview, Commission Counsel prepared a summary of the interview?",30-009-11,9,11,9,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
30-009-12,I do.,30-009-14,9,14,12,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,DEPUTY PM CHRYSTIA FREELAND,deputy pm chrystia freeland
30-009-13,And you've reviewed that summary and confirm that it's accurate?,30-009-15,9,15,13,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
30-009-15,Yes.,30-009-17,9,17,15,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,DEPUTY PM CHRYSTIA FREELAND,deputy pm chrystia freeland
30-009-16,"Okay. Thank you. Mr. Clerk, for the record, that's WTS00000078. No need to pull it up. So, Minister Freeland, I'll just ask you by -- ask you to start by describing your dual role as on the one hand Minister of Finance, on the second hand, Deputy Prime Minister. The first is probably fairly well understood. The Deputy Prime Minister aspect maybe less so.",30-009-18,9,18,16,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
30-009-24,"Okay. So as Minister of Finance, I'm responsible for Canada's federal finances. I think that role does also include a broader responsibility for the economy as a whole. One of the principal jobs which is relevant to our discussion today, one of the principal jobs obviously of the Department of Finance is preparing a budget every year. That budget is presented in the spring. My second role is as Deputy Prime Minister. That is a more loosely defined role. I would say it means I'm available to do whatever the Prime Minister needs me to do. I maybe am especially involved in areas where I have a particular background or knowledge or expertise. Today and during the period that this covers, that would certainly involve Ukraine and Russia. And I think it does often involve my past as a Trade Minister and my involvement in the negotiation of the new NAFTA. And then maybe the final thing worth mentioning is, you know, largely, you know, being the Finance Minister is a big and consuming role, particularly when a budget is being prepared. Being Deputy Prime Minister as well, I feel a particular responsibility when an issue emerges as being of sort of overwhelming national significance, even if it's not specifically in my lane, to start getting involved.",30-009-26,9,26,24,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,DEPUTY PM CHRYSTIA FREELAND,deputy pm chrystia freeland
30-010-20,To lean in essentially to ---,30-010-22,10,22,20,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
30-010-22,Yeah.,30-010-24,10,24,22,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,DEPUTY PM CHRYSTIA FREELAND,deputy pm chrystia freeland
30-010-23,"Well, that leads fairly nicely into my next question actually because that dual role you had as Minister of Finance and as Deputy Prime Minister puts you in a unique position to tell us a little bit about the context in which the events that are before the Commission, the Freedom Convoy and the protests, occurred. So we spoke about this a bit in your interview and I'm hoping you can put -- situate in context from your unique perspective what was going on.",30-010-25,10,25,23,speaker_start,EXAMINATION-IN-CHIEF BY MS. SHANTONA CHAUDHURY,MS. SHANTONA CHAUDHURY,shantona chaudhury
